run_id,model_a,model_b,comparison_status,median_delta_mase,bh_adjusted_p_value,practically_meaningful,statistically_supported,sanity_review_status,sanity_review_notes,created_timestamp
tournament_sanity_review,ARIMA_Fixed,ETS_Current,supported_difference,3.4917490250170395,0.0194493087841884,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,ARIMA_Fixed,LinearRegression,inconclusive,1.705991236700136,0.8005777086485704,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,ARIMA_Fixed,FixedGrowth_1_5,supported_difference,3.4709885792659385,0.0194493087841884,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,ARIMA_Fixed,FixedGrowth_3,inconclusive,2.7114576235508183,0.4104550553877288,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,ARIMA_Fixed,FixedGrowth_4,inconclusive,-0.1277105944963441,1.0,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,ARIMA_Fixed,FixedGrowth_6,supported_difference,-5.788262263210186,0.0194493087841884,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,ARIMA_Fixed,AutoARIMA,inconclusive,1.1310858884806336,0.1621935321090859,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,ARIMA_Fixed,Theta,inconclusive,1.219324435497097,0.8005777086485704,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,ARIMA_Fixed,ETS Explicit,supported_difference,2.4811018688339104,0.0079840041554151,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,ARIMA_Fixed,LightGBM,supported_difference,-4.164279771135092,0.0429955998301603,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,ARIMA_Fixed,XGBoost,inconclusive,-1.5279728885785977,0.5905361692572985,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,ARIMA_Fixed,FastNeuralAR_MLP,supported_difference,-730.2829139760155,2.579657699574124e-11,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,ETS_Current,LinearRegression,inconclusive,-0.8867145572452326,0.2780015646380239,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,ETS_Current,FixedGrowth_1_5,inconclusive,1.0153514351118078,0.2780015646380239,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,ETS_Current,FixedGrowth_3,inconclusive,-0.475040774759065,0.8005777086485704,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,ETS_Current,FixedGrowth_4,inconclusive,-3.577904727456488,0.0814441039144773,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,ETS_Current,FixedGrowth_6,supported_difference,-10.364527054375294,0.0028645355687958,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,ETS_Current,AutoARIMA,inconclusive,-0.6281149773890906,0.4104550553877288,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,ETS_Current,Theta,inconclusive,-0.2894896323719145,1.0,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,ETS_Current,ETS Explicit,inconclusive,0.5297422134742611,0.5905361692572985,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
