run_id,entity_key,window_id,model_name,forecast_rows,wmape,mape,rmse,smape,bias,created_timestamp
full_baseline_20260611_103953,APC-Dedicated,1,ARIMA_Fixed,30,0.0803400011719009,0.08172971009432395,203.3288432071738,0.0777703381926807,182.4202531333298,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,1,ETS_Current,30,0.08230588680136111,0.08372519493573362,208.23001075446936,0.07957763460532406,186.8839990746571,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,1,FixedGrowth_1_5,30,0.07712611833246096,0.07846614622633116,195.29436543065708,0.07480637360575591,175.12280089833342,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,1,FixedGrowth_3,30,0.08540964839157936,0.08687772522623086,216.0525265650579,0.08242129837033048,193.9314096633334,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,1,FixedGrowth_4,30,0.09093200176432496,0.0924854445594973,229.9714596946957,0.08745383991943616,206.4704821733334,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,1,FixedGrowth_6,30,0.10197670850981617,0.10370088322603016,257.95497192273575,0.0974149892866513,231.5486271933334,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,1,LinearRegression,30,0.08105770779328118,0.08247673307186379,205.7300531537352,0.07842553230553792,183.9434689273748,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,2,ARIMA_Fixed,30,0.187704981408049,0.2306384387724562,449.7285162003738,0.18877189367591699,333.8978199333314,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,2,ETS_Current,30,0.1733974240662704,0.214140206596463,421.71336170308604,0.17680145484823517,308.00400150929323,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,2,FixedGrowth_1_5,30,0.2374371635721742,0.2879333116177901,547.9383599956392,0.22867058015790798,422.8940972770834,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,2,FixedGrowth_3,30,0.24695354959815716,0.2988817659808191,566.791530581825,0.23602259240622966,439.8435226208333,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,2,FixedGrowth_4,30,0.25329780694881243,0.3061807355561717,579.3808542004433,0.24087595598247372,451.1431395166666,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,2,FixedGrowth_6,30,0.26598632165012315,0.320778674706877,604.6041846428136,0.2504698739249191,473.7423733083334,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,2,LinearRegression,30,0.24489307856713782,0.29541092957904985,556.7286218854531,0.2345681277754667,436.1736630945523,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,3,ARIMA_Fixed,30,0.1597375134783166,0.15999497629533704,243.2453516024187,0.18080911296822746,-204.41508226666915,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,3,ETS_Current,30,0.19184279594283363,0.19214655465124858,289.9002153606082,0.22254587106737722,-245.5000084888978,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,3,FixedGrowth_1_5,30,0.03733153107969849,0.03736564838303846,48.87883249406592,0.03664862463996047,47.77292340808324,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,3,FixedGrowth_3,30,0.04530902486870139,0.045354945540776355,60.03939517480353,0.04427846425587096,57.98167158283324,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,3,FixedGrowth_4,30,0.050627354061369985,0.05068114364593495,67.57979722215582,0.049322019978192626,64.78750369933324,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,3,FixedGrowth_6,30,0.06126401244670717,0.061333539856252145,82.80221704645938,0.05930767163882341,78.39916793233324,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,3,LinearRegression,30,0.6038921275192229,0.6047944253500098,889.7251427437234,0.9749689111453577,-772.7969231460003,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,4,ARIMA_Fixed,30,0.005958367301604421,0.005952991778507074,8.31984236710273,0.005932154601307947,7.652682600004293,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,4,ETS_Current,30,0.0022082286500366287,0.0022084486153852766,3.114928338114152,0.0022055086312296824,2.828380416622076,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,4,FixedGrowth_1_5,30,0.004612563638169639,0.004609220519763107,6.392567695300376,0.004596899501363828,5.924187568250181,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,4,FixedGrowth_3,30,0.01233843549944061,0.012323424930098909,17.615537070210692,0.012230529315833473,15.846980536500192,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,4,FixedGrowth_4,30,0.01748901674028791,0.01746622787032276,25.16847090481817,0.017277339329863788,22.46217584866685,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,4,FixedGrowth_6,30,0.027790179221982538,0.027751833750770488,40.301134061694356,0.027271185756275695,35.69256647300019,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,4,LinearRegression,30,0.0009977269598490256,0.0009986023916480353,1.5886098352528135,0.0009983106313691784,-0.10417664915897452,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,5,ARIMA_Fixed,30,0.006252920294058107,0.0062421652812191504,9.50744535219134,0.0062691143547519545,-8.096515666667317,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,5,ETS_Current,30,0.0019561286809177307,0.001952243841001672,3.11872684433918,0.00195512467719005,-2.4597197480652464,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,5,FixedGrowth_1_5,30,0.0033322932260677514,0.00332817019841069,4.753893858541545,0.003321471909433336,4.314778222333151,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,5,FixedGrowth_3,30,0.011048319296523737,0.011032219556182757,16.17536699056828,0.010955152818812097,14.305778111333144,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,5,FixedGrowth_4,30,0.016192336676827734,0.01616825246136414,23.80127942040735,0.01600202476952855,20.96644470399981,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,5,FixedGrowth_6,30,0.026480371437435722,0.026440318271726906,39.05648599519298,0.025996059617477897,34.28777788933314,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,5,LinearRegression,30,0.0008620894911435386,0.0008603187122813224,1.473388955580846,0.0008609050777640323,-0.8254386789977465,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,6,ARIMA_Fixed,30,0.0027311986004925743,0.0027267606310477947,4.118643540443442,0.0027218368641916983,3.572242666668088,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,6,ETS_Current,30,0.0002028795048451372,0.00020273299361296318,0.3239605405074946,0.00020276287834568573,-0.23678224439758347,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,6,FixedGrowth_1_5,30,0.002495582621597741,0.00249152131737846,3.766200058161969,0.0024874034643158635,3.2640712094166475,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,6,FixedGrowth_3,30,0.01020517405331929,0.010188787884679716,15.310963976777225,0.010121113450622037,13.34775075216666,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,6,FixedGrowth_4,30,0.015344901674466995,0.015320298929547225,23.01002954895992,0.015168022850271135,20.07020378066667,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,6,FixedGrowth_6,30,0.02562435691676238,0.02558332101928222,38.408761973976524,0.02516217453397635,33.515109837666664,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,6,LinearRegression,30,0.0014453201126067923,0.0014428896708729537,2.198544324024595,0.0014442966221689024,-1.8903913367253304,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,7,ARIMA_Fixed,30,0.001225875234071912,0.0012246234531115606,1.765182091761626,0.0012237349183267577,1.6197313666659359,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,7,ETS_Current,30,0.0004797353692948665,0.00047973145446873414,0.7496064671534821,0.0004795707881321784,0.6299423074040609,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,7,FixedGrowth_1_5,30,0.002556276276117332,0.0025527133812118957,3.7402071966419874,0.002548731935115745,3.3775711844165928,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,7,FixedGrowth_3,30,0.010266334466283448,0.010249377998735201,15.382926061581522,0.010182446522870668,13.564760502166587,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,7,FixedGrowth_4,30,0.015406373259727513,0.015380487743750726,23.158825938070407,0.015229362155984963,20.356220047333235,2026-06-11T10:47:24
