model,family,daily_action,execution_path,execution_ready_status,output_artifact,notes
FixedGrowth_1_5,Growth baseline,generate,baseline_generation (run_full_baseline_execution.py),READY_FOR_BENCHMARK_AUTHORIZATION,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,Baseline/stat/ML path; heavy full run gated behind benchmark auth.
FixedGrowth_3,Growth baseline,generate,baseline_generation (run_full_baseline_execution.py),READY_FOR_BENCHMARK_AUTHORIZATION,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,Baseline/stat/ML path; heavy full run gated behind benchmark auth.
FixedGrowth_4,Growth baseline,generate,baseline_generation (run_full_baseline_execution.py),READY_FOR_BENCHMARK_AUTHORIZATION,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,Baseline/stat/ML path; heavy full run gated behind benchmark auth.
FixedGrowth_6,Growth baseline,generate,baseline_generation (run_full_baseline_execution.py),READY_FOR_BENCHMARK_AUTHORIZATION,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,Baseline/stat/ML path; heavy full run gated behind benchmark auth.
ARIMA_Fixed,Statistical,train,baseline_generation (run_full_baseline_execution.py),READY_FOR_BENCHMARK_AUTHORIZATION,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,Baseline/stat/ML path; heavy full run gated behind benchmark auth.
ETS_Current,Statistical,train,baseline_generation (run_full_baseline_execution.py),READY_FOR_BENCHMARK_AUTHORIZATION,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,Baseline/stat/ML path; heavy full run gated behind benchmark auth.
AutoARIMA,Statistical,train,clean_live_fit (run_daily_clean_challengers.py),CLEAN_LIVE_FIT_READY,outputs/v3_3_daily_refresh/v3_3c_fit_clean_challengers/staging/clean_challenger_fit_outputs.csv,Clean torch-free live-fit (V3.3C-fit); full fit gated behind benchmark auth.
ETS Explicit,Statistical,train,clean_live_fit (run_daily_clean_challengers.py),CLEAN_LIVE_FIT_READY,outputs/v3_3_daily_refresh/v3_3c_fit_clean_challengers/staging/clean_challenger_fit_outputs.csv,Clean torch-free live-fit (V3.3C-fit); full fit gated behind benchmark auth.
Theta,Statistical,train,clean_live_fit (run_daily_clean_challengers.py),CLEAN_LIVE_FIT_READY,outputs/v3_3_daily_refresh/v3_3c_fit_clean_challengers/staging/clean_challenger_fit_outputs.csv,Clean torch-free live-fit (V3.3C-fit); full fit gated behind benchmark auth.
LinearRegression,Machine learning,train,baseline_generation (run_full_baseline_execution.py),READY_FOR_BENCHMARK_AUTHORIZATION,outputs/model_lab/full_baseline/full_baseline_forecasts.csv,Baseline/stat/ML path; heavy full run gated behind benchmark auth.
LightGBM,Machine learning,train,clean_live_fit (run_daily_clean_challengers.py),CLEAN_LIVE_FIT_READY,outputs/v3_3_daily_refresh/v3_3c_fit_clean_challengers/staging/clean_challenger_fit_outputs.csv,Clean torch-free live-fit (V3.3C-fit); full fit gated behind benchmark auth.
XGBoost,Machine learning,train,clean_live_fit (run_daily_clean_challengers.py),CLEAN_LIVE_FIT_READY,outputs/v3_3_daily_refresh/v3_3c_fit_clean_challengers/staging/clean_challenger_fit_outputs.csv,Clean torch-free live-fit (V3.3C-fit); full fit gated behind benchmark auth.
FNAR-V2,Deep Learning,reuse_frozen_artifact,dl_reuse_frozen,FROZEN_REUSE,outputs/v3_2b_model_candidates/candidate_outputs/full_candidate_outputs.csv,Reuse closed V3.2B candidate-study output; no training.
NLIN-DLIN_FIXED,Deep Learning,reuse_frozen_artifact,dl_reuse_frozen,FROZEN_REUSE,outputs/v3_2b_model_candidates/candidate_outputs/full_candidate_outputs.csv,Reuse closed V3.2B candidate-study output; no training.
SMLP-TCN,Deep Learning,reuse_frozen_artifact,dl_reuse_frozen,FROZEN_REUSE,outputs/v3_2b_model_candidates/candidate_outputs/full_candidate_outputs.csv,Reuse closed V3.2B candidate-study output; no training.
