run_id,job_id,entity_key,window_id,model_name,model_family,forecast_date,horizon_day,forecast_value,created_timestamp
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-03-29,1,28.622173999999998,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-03-30,2,28.628576999999996,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-03-31,3,28.634979999999995,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-04-01,4,28.641382999999994,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-04-02,5,28.647785999999993,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-04-03,6,28.65418899999999,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-04-04,7,28.66059199999999,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-04-05,8,28.66699499999999,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-04-06,9,28.673397999999988,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-04-07,10,28.679800999999987,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-04-08,11,28.686203999999986,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-04-09,12,28.692606999999985,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-04-10,13,28.699009999999983,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-04-11,14,28.705412999999982,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-04-12,15,28.71181599999998,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-04-13,16,28.71821899999998,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-04-14,17,28.72462199999998,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-04-15,18,28.731024999999978,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-04-16,19,28.737427999999976,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-04-17,20,28.743830999999975,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-04-18,21,28.750233999999974,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-04-19,22,28.756636999999973,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-04-20,23,28.76303999999997,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-04-21,24,28.76944299999997,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-04-22,25,28.77584599999997,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-04-23,26,28.782248999999968,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-04-24,27,28.788651999999967,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-04-25,28,28.795054999999966,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-04-26,29,28.801457999999965,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2026-04-27,30,28.807860999999964,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000158,APC-Dedicated,12,ETS_Current,BaselineProduction,2026-03-29,1,28.628079124651094,2026-06-11T10:25:42
baseline_pilot_20260611_102542,job_000158,APC-Dedicated,12,ETS_Current,BaselineProduction,2026-03-30,2,28.639066810270464,2026-06-11T10:25:42
