run_id,model_name,model_origin,model_family,entity_key,median_mase,median_rmsse,median_wmape,median_smape,median_bias,entity_weight,audit_risk_flag,created_timestamp
tournament_engine,ARIMA_Fixed,baseline,statistical,APC-Dedicated,3.2875262112854213,0.3390119024866116,,,,1,False,2026-06-13T18:07:40
tournament_engine,ETS_Current,baseline,statistical,APC-Dedicated,3.4543601462729034,0.3834239108157525,,,,1,False,2026-06-13T18:07:40
tournament_engine,FixedGrowth_1_5,baseline,growth_baseline,APC-Dedicated,2.699432193344133,0.270540812452145,,,,1,False,2026-06-13T18:07:40
tournament_engine,FixedGrowth_3,baseline,growth_baseline,APC-Dedicated,6.99033711757601,0.7107587468482364,,,,1,False,2026-06-13T18:07:40
tournament_engine,FixedGrowth_4,baseline,growth_baseline,APC-Dedicated,9.31804376627905,1.006504917230264,,,,1,False,2026-06-13T18:07:40
tournament_engine,FixedGrowth_6,baseline,growth_baseline,APC-Dedicated,14.686549464477892,1.5119275173839952,,,,1,False,2026-06-13T18:07:40
tournament_engine,LinearRegression,baseline,machine_learning,APC-Dedicated,5.7421625186151,0.6934856802010496,,,,1,False,2026-06-13T18:07:40
tournament_engine,ARIMA_Fixed,baseline,statistical,APC-MSIT,1.7252279529132228,0.3618390693687067,,,,1,False,2026-06-13T18:07:40
tournament_engine,ETS_Current,baseline,statistical,APC-MSIT,1.8913461905839253,0.3303620826820208,,,,1,False,2026-06-13T18:07:40
tournament_engine,FixedGrowth_1_5,baseline,growth_baseline,APC-MSIT,1.9963911702997563,0.3682827321290793,,,,1,False,2026-06-13T18:07:40
tournament_engine,FixedGrowth_3,baseline,growth_baseline,APC-MSIT,2.3663869653429903,0.4180639661420512,,,,1,False,2026-06-13T18:07:40
tournament_engine,FixedGrowth_4,baseline,growth_baseline,APC-MSIT,2.989507597394671,0.5297262917483665,,,,1,False,2026-06-13T18:07:40
tournament_engine,FixedGrowth_6,baseline,growth_baseline,APC-MSIT,4.235748861498043,0.7533946433633836,,,,1,False,2026-06-13T18:07:40
tournament_engine,LinearRegression,baseline,machine_learning,APC-MSIT,1.8900086631980049,0.3380359802379992,,,,1,False,2026-06-13T18:07:40
tournament_engine,ARIMA_Fixed,baseline,statistical,APC-Multitenant,9.638974197632416,1.9913228220949344,,,,1,False,2026-06-13T18:07:40
tournament_engine,ETS_Current,baseline,statistical,APC-Multitenant,9.024929960637609,1.824503285807998,,,,1,False,2026-06-13T18:07:40
tournament_engine,FixedGrowth_1_5,baseline,growth_baseline,APC-Multitenant,3.462068514744969,0.7043060946518395,,,,1,False,2026-06-13T18:07:40
tournament_engine,FixedGrowth_3,baseline,growth_baseline,APC-Multitenant,4.257589648799279,0.9363740042896492,,,,1,False,2026-06-13T18:07:40
tournament_engine,FixedGrowth_4,baseline,growth_baseline,APC-Multitenant,7.4483015537633985,1.65907090820702,,,,1,False,2026-06-13T18:07:40
tournament_engine,FixedGrowth_6,baseline,growth_baseline,APC-Multitenant,14.83343326011801,3.09251179877504,,,,1,False,2026-06-13T18:07:40
