phase,case_id,metric,scenario,granularity,series_key,forecast_start_date,model_name,model_family,rows,runtime_seconds,status,error
non_neural,HDD - Basilisk|Basilisk|Forest|apcp150,HDD - Basilisk,Basilisk,Forest,apcp150,2026-03-07,FixedGrowth_1_5,growth_baseline,30,0.000677,PASS,
non_neural,HDD - Basilisk|Basilisk|Forest|apcp150,HDD - Basilisk,Basilisk,Forest,apcp150,2026-03-07,FixedGrowth_3,growth_baseline,30,0.000781,PASS,
non_neural,HDD - Basilisk|Basilisk|Forest|apcp150,HDD - Basilisk,Basilisk,Forest,apcp150,2026-03-07,FixedGrowth_4,growth_baseline,30,0.000612,PASS,
non_neural,HDD - Basilisk|Basilisk|Forest|apcp150,HDD - Basilisk,Basilisk,Forest,apcp150,2026-03-07,FixedGrowth_6,growth_baseline,30,0.000697,PASS,
non_neural,HDD - Basilisk|Basilisk|Forest|apcp150,HDD - Basilisk,Basilisk,Forest,apcp150,2026-03-07,ARIMA_Fixed,statistical,30,0.000966,PASS,
non_neural,HDD - Basilisk|Basilisk|Forest|apcp150,HDD - Basilisk,Basilisk,Forest,apcp150,2026-03-07,ETS_Current,statistical,30,0.002297,PASS,
non_neural,HDD - Basilisk|Basilisk|Forest|apcp150,HDD - Basilisk,Basilisk,Forest,apcp150,2026-03-07,LinearRegression,machine_learning,30,0.001176,PASS,
non_neural,HDD - Basilisk|Basilisk|Forest|apcp150,HDD - Basilisk,Basilisk,Forest,apcp150,2026-03-07,AutoARIMA,statistical,30,2.988793,PASS,
non_neural,HDD - Basilisk|Basilisk|Forest|apcp150,HDD - Basilisk,Basilisk,Forest,apcp150,2026-03-07,ETS Explicit,statistical,30,0.06107,PASS,
non_neural,HDD - Basilisk|Basilisk|Forest|apcp150,HDD - Basilisk,Basilisk,Forest,apcp150,2026-03-07,Theta,statistical,30,0.205697,PASS,
non_neural,HDD - Basilisk|Basilisk|Forest|apcp150,HDD - Basilisk,Basilisk,Forest,apcp150,2026-03-07,LightGBM,machine_learning,30,0.12664,PASS,
non_neural,HDD - Basilisk|Basilisk|Forest|apcp150,HDD - Basilisk,Basilisk,Forest,apcp150,2026-03-07,XGBoost,machine_learning,30,0.108832,PASS,
non_neural,HDD - Basilisk|Basilisk|Forest|apcp150,HDD - Basilisk,Basilisk,Forest,apcp150,2026-03-19,FixedGrowth_1_5,growth_baseline,30,0.000576,PASS,
non_neural,HDD - Basilisk|Basilisk|Forest|apcp150,HDD - Basilisk,Basilisk,Forest,apcp150,2026-03-19,FixedGrowth_3,growth_baseline,30,0.000453,PASS,
non_neural,HDD - Basilisk|Basilisk|Forest|apcp150,HDD - Basilisk,Basilisk,Forest,apcp150,2026-03-19,FixedGrowth_4,growth_baseline,30,0.000794,PASS,
non_neural,HDD - Basilisk|Basilisk|Forest|apcp150,HDD - Basilisk,Basilisk,Forest,apcp150,2026-03-19,FixedGrowth_6,growth_baseline,30,0.000784,PASS,
non_neural,HDD - Basilisk|Basilisk|Forest|apcp150,HDD - Basilisk,Basilisk,Forest,apcp150,2026-03-19,ARIMA_Fixed,statistical,30,0.000852,PASS,
non_neural,HDD - Basilisk|Basilisk|Forest|apcp150,HDD - Basilisk,Basilisk,Forest,apcp150,2026-03-19,ETS_Current,statistical,30,0.00063,PASS,
non_neural,HDD - Basilisk|Basilisk|Forest|apcp150,HDD - Basilisk,Basilisk,Forest,apcp150,2026-03-19,LinearRegression,machine_learning,30,0.000737,PASS,
non_neural,HDD - Basilisk|Basilisk|Forest|apcp150,HDD - Basilisk,Basilisk,Forest,apcp150,2026-03-19,AutoARIMA,statistical,30,0.013364,PASS,
non_neural,HDD - Basilisk|Basilisk|Forest|apcp150,HDD - Basilisk,Basilisk,Forest,apcp150,2026-03-19,ETS Explicit,statistical,30,0.014101,PASS,
non_neural,HDD - Basilisk|Basilisk|Forest|apcp150,HDD - Basilisk,Basilisk,Forest,apcp150,2026-03-19,Theta,statistical,30,0.015897,PASS,
non_neural,HDD - Basilisk|Basilisk|Forest|apcp150,HDD - Basilisk,Basilisk,Forest,apcp150,2026-03-19,LightGBM,machine_learning,30,0.018001,PASS,
non_neural,HDD - Basilisk|Basilisk|Forest|apcp150,HDD - Basilisk,Basilisk,Forest,apcp150,2026-03-19,XGBoost,machine_learning,30,0.024461,PASS,
