metric,scenario,granularity,expected_keys,viewer_eligible,forecast_eligible,viewer_actuals_local,forecast_source_local,execution_action,status,notes
HDD - EDB,Enterprise,Region,45,TRUE,TRUE,TRUE,TRUE,"Reuse 39 legacy Viewer keys; generate 6; assemble latest Forecast version",READY,"R6 actual and forward sources local"
HDD - EDB,Enterprise,Forest,152,TRUE,TRUE,TRUE,TRUE,"Generate 152 Viewer keys; assemble latest Forecast version",READY,"R6 actual and forward sources local"
HDD - EDB,Consumer,Region,45,TRUE,TRUE,TRUE,TRUE,"Generate 45 Viewer keys; assemble latest Forecast version",READY,"R6 actual and forward sources local"
HDD - EDB,Consumer,Forest,152,TRUE,TRUE,TRUE,TRUE,"Generate 152 Viewer keys; assemble latest Forecast version",READY,"R6 actual and forward sources local"
HDD - Basilisk,Basilisk,Region,47,TRUE,TRUE,TRUE,TRUE,"Generate 47 Viewer keys with five origins; assemble latest Forecast version",READY,"Short real history retained without padding"
HDD - Basilisk,Basilisk,Forest,155,TRUE,TRUE,TRUE,TRUE,"Generate 155 Viewer keys with five origins; assemble latest Forecast version",READY,"Short real history retained without padding"
SSD - Phoenix,Low Volume No Efficiency,Forest,148,FALSE,TRUE,FALSE,TRUE,"Forecast assembly only",READY_FORECAST_ONLY,"No actuals; excluded from Viewer"
SSD - Phoenix,Low Volume With Efficiency,Forest,152,FALSE,TRUE,FALSE,TRUE,"Forecast assembly only",READY_FORECAST_ONLY,"No actuals; excluded from Viewer"
CPU,Consumed,Region,46,FALSE,TRUE,FALSE,FALSE,"Do not generate; record block",BLOCKED_NOT_AVAILABLE,"No governed local Phase-1 artifact"
CPU,Consumed,Forest,714,FALSE,TRUE,FALSE,FALSE,"Do not generate; record block",BLOCKED_NOT_AVAILABLE,"No governed local Phase-1 artifact"
CPU Failover,Failover,Region,46,FALSE,TRUE,FALSE,FALSE,"Do not generate; record block",BLOCKED_NOT_AVAILABLE,"No governed local Phase-1 artifact"
CPU Failover,Failover,Forest,714,FALSE,TRUE,FALSE,FALSE,"Do not generate; record block",BLOCKED_NOT_AVAILABLE,"No governed local Phase-1 artifact"
IOPS,Consumed,Region,46,FALSE,TRUE,FALSE,FALSE,"Do not generate; record block",BLOCKED_NOT_AVAILABLE,"No governed local Phase-1 artifact"
IOPS,Consumed,Forest,552,FALSE,TRUE,FALSE,FALSE,"Do not generate; record block",BLOCKED_NOT_AVAILABLE,"No governed local Phase-1 artifact"
IOPS Failover,Failover,Region,46,FALSE,TRUE,FALSE,FALSE,"Do not generate; record block",BLOCKED_NOT_AVAILABLE,"No governed local Phase-1 artifact"
IOPS Failover,Failover,Forest,552,FALSE,TRUE,FALSE,FALSE,"Do not generate; record block",BLOCKED_NOT_AVAILABLE,"No governed local Phase-1 artifact"
