run_id,model_name,entity_key,window_id,mase,rmsse,wmape,mape,smape,rmse,bias,forecast_rows,negative_forecast_rows,execution_mode,created_timestamp
challenger_aggregation_significance,AutoARIMA,APC-Dedicated,1,86.16759296731395,7.154591771867307,0.0738452260852117,0.0751343333809374,0.0717664119425661,187.1629472225829,166.4896383350899,30,0,official,2026-06-13T17:27:28
challenger_aggregation_significance,AutoARIMA,APC-Dedicated,2,216.2660957364409,21.49922187486847,0.2487485833348788,0.2995754191764605,0.237572073323173,562.9887599392823,443.0406176343193,30,0,official,2026-06-13T17:27:28
challenger_aggregation_significance,AutoARIMA,APC-Dedicated,3,137.42343420701297,14.473503493514702,0.2596292656751587,0.2600189694767497,0.3165725471350317,384.47764559479646,-332.2459236166005,30,0,official,2026-06-13T17:27:28
challenger_aggregation_significance,AutoARIMA,APC-Dedicated,4,2.253230487043766,0.2425994927929573,0.0042250524117685,0.004217617611663,0.0042298968924336,6.401559252496175,-5.148244978988077,30,0,official,2026-06-13T17:27:28
challenger_aggregation_significance,AutoARIMA,APC-Dedicated,5,1.6552219587520838,0.186975824760213,0.0030464019875023,0.0030401665142505,0.0030472971471696,4.900823980457592,-3.8669463695300617,30,0,official,2026-06-13T17:27:28
challenger_aggregation_significance,AutoARIMA,APC-Dedicated,6,2.0068951577346423,0.2118379494689431,0.0036165829487475,0.0036103809414372,0.0036192515755174,5.515848313975584,-4.7302718721115,30,0,official,2026-06-13T17:27:28
challenger_aggregation_significance,AutoARIMA,APC-Dedicated,7,2.0299690203926875,0.2205676810563227,0.0035830675660265,0.0035755501691322,0.0035848449734779,5.705752003958017,-4.734255790696693,30,0,official,2026-06-13T17:27:28
challenger_aggregation_significance,AutoARIMA,APC-Dedicated,8,0.8129823466856316,0.0886780055860647,0.0014084667917296,0.0014070233002289,0.0014081109600604,2.279221176459306,-1.0891038507090798,30,0,official,2026-06-13T17:27:28
challenger_aggregation_significance,AutoARIMA,APC-Dedicated,9,84.47974535441831,16.265885577163626,0.1686914988452536,1.0853568225041752,0.2257614207659679,415.4223828515492,191.95956132250544,30,0,official,2026-06-13T17:27:28
challenger_aggregation_significance,AutoARIMA,APC-Dedicated,10,17.62169612936546,1.903213765121747,1.0,1.0,2.0,51.70937477620874,-49.153499,30,30,official,2026-06-13T17:27:28
challenger_aggregation_significance,AutoARIMA,APC-Dedicated,11,10.137113502762976,1.0433323800213583,0.9885461733755672,0.9884881456748196,1.9657730519111192,28.17279470190597,-28.11626934367327,30,29,official,2026-06-13T17:27:28
challenger_aggregation_significance,AutoARIMA,APC-Dedicated,12,9.540554184752494,1.0016836397122726,0.906814073449024,0.906238929419812,1.760141440461454,26.88273241184703,-26.14018919685288,30,24,official,2026-06-13T17:27:28
challenger_aggregation_significance,AutoARIMA,APC-MSIT,1,2.626063825225481,0.5037439413243984,0.0182369849962369,0.0184069688561503,0.018151853971987,61.27723336305461,50.03721035760682,30,0,official,2026-06-13T17:27:28
challenger_aggregation_significance,AutoARIMA,APC-MSIT,2,8.172013659537662,1.3045570808014255,0.060640816853021,0.060785370402863,0.0589087191781906,157.59384169746076,154.08637462013257,30,0,official,2026-06-13T17:27:28
challenger_aggregation_significance,AutoARIMA,APC-MSIT,3,7.305161419187031,1.3502963053143746,0.0569877293323395,0.0583634226129154,0.0560375002478401,162.01534606931324,136.7692191433621,30,0,official,2026-06-13T17:27:28
challenger_aggregation_significance,AutoARIMA,APC-MSIT,4,5.466988333397096,2.068572488730931,0.0457057973299377,0.0618446610971481,0.0506318103261358,246.54722471336652,101.05744885217828,30,0,official,2026-06-13T17:27:28
challenger_aggregation_significance,AutoARIMA,APC-MSIT,5,7.451406331042691,1.23750477334952,0.063135386636448,0.0627847934568305,0.065010169751337,149.62984393089437,-143.01036373690118,30,0,official,2026-06-13T17:27:28
challenger_aggregation_significance,AutoARIMA,APC-MSIT,6,1.4973622322726494,0.2965729709899364,0.0126055347665114,0.0127023139564275,0.0125773249304459,35.62612454444095,27.534543724318212,30,0,official,2026-06-13T17:27:28
challenger_aggregation_significance,AutoARIMA,APC-MSIT,7,0.7746319212109657,0.126284683247756,0.0065598399316921,0.0065622939640636,0.0065393710667925,15.071695753249603,14.58553696815546,30,0,official,2026-06-13T17:27:28
challenger_aggregation_significance,AutoARIMA,APC-MSIT,8,1.802713578886536,0.3068433714017916,0.014858176700267,0.0148196956468147,0.0149498897499145,36.38556729210048,-33.533373624399566,30,0,official,2026-06-13T17:27:28
challenger_aggregation_significance,AutoARIMA,APC-MSIT,9,0.7638627461246982,0.1323475912263585,0.0062546631123998,0.0062639422378622,0.0062399120328396,15.594651734657717,14.00365315316526,30,0,official,2026-06-13T17:27:28
challenger_aggregation_significance,AutoARIMA,APC-MSIT,10,2.4255779272016835,0.3921134995911961,0.0192625008989928,0.0192330580750783,0.0194351031963033,45.91373427767351,-44.13944345638679,30,0,official,2026-06-13T17:27:28
challenger_aggregation_significance,AutoARIMA,APC-MSIT,11,0.9346983347896426,0.1894903814518725,0.0072913676669238,0.0072437108929994,0.0072857060732592,22.050806362792287,-11.670751798371036,30,0,official,2026-06-13T17:27:28
challenger_aggregation_significance,AutoARIMA,APC-MSIT,12,1.159611676760822,0.2057108604964049,0.0087930581781574,0.0087685575170215,0.0088198028390949,23.7921493128292,-20.643375134138463,30,0,official,2026-06-13T17:27:28
challenger_aggregation_significance,AutoARIMA,APC-Multitenant,1,6.025966246311928,1.463077963036755,0.0082614941978404,0.0082231173106119,0.0082692255935,4371.524244273093,-3721.327882081478,30,0,official,2026-06-13T17:27:28
challenger_aggregation_significance,AutoARIMA,APC-Multitenant,2,7.928056123550479,2.544499327544506,0.010577890239979,0.0103847316544952,0.0105087473695589,7551.323304566262,-3909.8528411017032,30,0,official,2026-06-13T17:27:28
challenger_aggregation_significance,AutoARIMA,APC-Multitenant,3,5.064154252118569,1.1091020705037586,0.0064881630386687,0.0064808891143866,0.0065035474412303,3272.3855356518325,-3153.2422087733166,30,0,official,2026-06-13T17:27:28
challenger_aggregation_significance,AutoARIMA,APC-Multitenant,4,19.42071144124131,11.539164034976668,0.0247710716831059,0.0311650447856165,0.0270728727698347,33821.867405532765,6914.802194936071,30,0,official,2026-06-13T17:27:28
