source_metric,source_scenario,source_granularity,source_series_key,route_id,entity_value,entity_token_upper,has_actuals,history_depth,first_actual_date,last_actual_date,staleness_days,n_points_min,n_points_median,n_points_max,extraction_run_id,viewer_model_coverage,accuracy_model_coverage,forecast_model_coverage
HDD - Basilisk,Basilisk,Forest,apcp150,HDD|Organic|Basilisk|Forest,apcp150,APCP150,True,79,2026-03-08,2026-05-25,55.0,5.0,5.0,5.0,R6P1-20260812T100822,15,15,1
HDD - Basilisk,Basilisk,Forest,apcp153,HDD|Organic|Basilisk|Forest,apcp153,APCP153,True,79,2026-03-08,2026-05-25,55.0,5.0,5.0,5.0,R6P1-20260812T100822,15,15,1
HDD - Basilisk,Basilisk,Forest,apcprd01,HDD|Organic|Basilisk|Forest,apcprd01,APCPRD01,True,79,2026-03-08,2026-05-25,55.0,5.0,5.0,5.0,R6P1-20260812T100822,15,15,1
HDD - Basilisk,Basilisk,Forest,apcprd02,HDD|Organic|Basilisk|Forest,apcprd02,APCPRD02,True,79,2026-03-08,2026-05-25,55.0,5.0,5.0,5.0,R6P1-20260812T100822,15,15,1
HDD - Basilisk,Basilisk,Forest,apcprd03,HDD|Organic|Basilisk|Forest,apcprd03,APCPRD03,True,79,2026-03-08,2026-05-25,55.0,5.0,5.0,5.0,R6P1-20260812T100822,15,15,1
HDD - Basilisk,Basilisk,Forest,apcprd04,HDD|Organic|Basilisk|Forest,apcprd04,APCPRD04,True,79,2026-03-08,2026-05-25,55.0,5.0,5.0,5.0,R6P1-20260812T100822,15,15,1
HDD - Basilisk,Basilisk,Forest,apcprd06,HDD|Organic|Basilisk|Forest,apcprd06,APCPRD06,True,79,2026-03-08,2026-05-25,55.0,5.0,5.0,5.0,R6P1-20260812T100822,15,15,1
HDD - Basilisk,Basilisk,Forest,arep273,HDD|Organic|Basilisk|Forest,arep273,AREP273,True,79,2026-03-08,2026-05-25,55.0,5.0,5.0,5.0,R6P1-20260812T100822,15,15,1
HDD - Basilisk,Basilisk,Forest,ausp282,HDD|Organic|Basilisk|Forest,ausp282,AUSP282,True,79,2026-03-08,2026-05-25,55.0,5.0,5.0,5.0,R6P1-20260812T100822,15,15,1
HDD - Basilisk,Basilisk,Forest,ausp300,HDD|Organic|Basilisk|Forest,ausp300,AUSP300,True,79,2026-03-08,2026-05-25,55.0,5.0,5.0,5.0,R6P1-20260812T100822,15,15,1
HDD - Basilisk,Basilisk,Forest,ausprd01,HDD|Organic|Basilisk|Forest,ausprd01,AUSPRD01,True,79,2026-03-08,2026-05-25,55.0,5.0,5.0,5.0,R6P1-20260812T100822,15,15,1
HDD - Basilisk,Basilisk,Forest,autp296,HDD|Organic|Basilisk|Forest,autp296,AUTP296,True,79,2026-03-08,2026-05-25,55.0,5.0,5.0,5.0,R6P1-20260812T100822,15,15,1
HDD - Basilisk,Basilisk,Forest,brap284,HDD|Organic|Basilisk|Forest,brap284,BRAP284,True,79,2026-03-08,2026-05-25,55.0,5.0,5.0,5.0,R6P1-20260812T100822,15,15,1
