target_file_or_area,exists,current_role_detected,potential_conflict_with_stage07,recommended_action,safe_to_modify_later,notes
shiny_app/app.R,True,support file,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/global.R,True,support file,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/modules/forecast_chart/forecast_chart_server.R,True,forecast/model runtime,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/modules/forecast_chart/forecast_chart_ui.R,True,forecast/model runtime,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/modules/llm_summary/llm_summary_server.R,True,support file,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/modules/llm_summary/llm_summary_ui.R,True,support file,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/modules/metric_cards/metric_cards_server.R,True,support file,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/modules/metric_cards/metric_cards_ui.R,True,support file,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/modules/model_ranking/model_ranking_server.R,True,forecast/model runtime,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/modules/model_ranking/model_ranking_ui.R,True,forecast/model runtime,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/R/cards.R,True,forecast/model runtime,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/R/constants.R,True,forecast/model runtime,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
