run_id,model_name,entity_key,window_id,execution_mode,official_status,attempted,forecast_rows,error_message,runtime_seconds,created_timestamp
challenger_official_execution,AutoARIMA,APC-Dedicated,1,official,official_passed,True,30,,1.096108,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,2,official,official_passed,True,30,,1.023297,2026-06-13T15:20:48
challenger_official_execution,AutoARIMA,APC-Dedicated,3,official,official_passed,True,30,,2.238362,2026-06-13T15:20:50
challenger_official_execution,AutoARIMA,APC-Dedicated,4,official,official_passed,True,30,,1.768093,2026-06-13T15:20:52
challenger_official_execution,AutoARIMA,APC-Dedicated,5,official,official_passed,True,30,,1.782843,2026-06-13T15:20:54
challenger_official_execution,AutoARIMA,APC-Dedicated,6,official,official_passed,True,30,,1.821036,2026-06-13T15:20:56
challenger_official_execution,AutoARIMA,APC-Dedicated,7,official,official_passed,True,30,,1.855958,2026-06-13T15:20:57
challenger_official_execution,AutoARIMA,APC-Dedicated,8,official,official_passed,True,30,,1.900073,2026-06-13T15:20:59
challenger_official_execution,AutoARIMA,APC-Dedicated,9,official,official_passed,True,30,,1.916009,2026-06-13T15:21:01
challenger_official_execution,AutoARIMA,APC-Dedicated,10,official,official_passed,True,30,,1.926618,2026-06-13T15:21:03
challenger_official_execution,AutoARIMA,APC-Dedicated,11,official,official_passed,True,30,,2.720407,2026-06-13T15:21:06
challenger_official_execution,AutoARIMA,APC-Dedicated,12,official,official_passed,True,30,,2.94799,2026-06-13T15:21:09
challenger_official_execution,AutoARIMA,APC-MSIT,1,official,official_passed,True,30,,2.160507,2026-06-13T15:21:11
challenger_official_execution,AutoARIMA,APC-MSIT,2,official,official_passed,True,30,,2.216713,2026-06-13T15:21:13
challenger_official_execution,AutoARIMA,APC-MSIT,3,official,official_passed,True,30,,2.172803,2026-06-13T15:21:15
challenger_official_execution,AutoARIMA,APC-MSIT,4,official,official_passed,True,30,,2.29937,2026-06-13T15:21:18
challenger_official_execution,AutoARIMA,APC-MSIT,5,official,official_passed,True,30,,2.176066,2026-06-13T15:21:20
challenger_official_execution,AutoARIMA,APC-MSIT,6,official,official_passed,True,30,,2.273736,2026-06-13T15:21:22
challenger_official_execution,AutoARIMA,APC-MSIT,7,official,official_passed,True,30,,2.29247,2026-06-13T15:21:25
challenger_official_execution,AutoARIMA,APC-MSIT,8,official,official_passed,True,30,,2.279443,2026-06-13T15:21:27
challenger_official_execution,AutoARIMA,APC-MSIT,9,official,official_passed,True,30,,2.269391,2026-06-13T15:21:29
challenger_official_execution,AutoARIMA,APC-MSIT,10,official,official_passed,True,30,,2.282525,2026-06-13T15:21:31
challenger_official_execution,AutoARIMA,APC-MSIT,11,official,official_passed,True,30,,2.543192,2026-06-13T15:21:34
challenger_official_execution,AutoARIMA,APC-MSIT,12,official,official_passed,True,30,,2.33682,2026-06-13T15:21:36
challenger_official_execution,AutoARIMA,APC-Multitenant,1,official,official_passed,True,30,,0.385458,2026-06-13T15:21:37
challenger_official_execution,AutoARIMA,APC-Multitenant,2,official,official_passed,True,30,,0.410383,2026-06-13T15:21:37
challenger_official_execution,AutoARIMA,APC-Multitenant,3,official,official_passed,True,30,,0.395594,2026-06-13T15:21:38
challenger_official_execution,AutoARIMA,APC-Multitenant,4,official,official_passed,True,30,,0.398978,2026-06-13T15:21:38
challenger_official_execution,AutoARIMA,APC-Multitenant,5,official,official_passed,True,30,,1.467656,2026-06-13T15:21:39
challenger_official_execution,AutoARIMA,APC-Multitenant,6,official,official_passed,True,30,,1.042904,2026-06-13T15:21:40
challenger_official_execution,AutoARIMA,APC-Multitenant,7,official,official_passed,True,30,,1.070894,2026-06-13T15:21:42
challenger_official_execution,AutoARIMA,APC-Multitenant,8,official,official_passed,True,30,,1.112618,2026-06-13T15:21:43
challenger_official_execution,AutoARIMA,APC-Multitenant,9,official,official_passed,True,30,,1.121014,2026-06-13T15:21:44
challenger_official_execution,AutoARIMA,APC-Multitenant,10,official,official_passed,True,30,,1.139331,2026-06-13T15:21:45
challenger_official_execution,AutoARIMA,APC-Multitenant,11,official,official_passed,True,30,,1.105031,2026-06-13T15:21:46
challenger_official_execution,AutoARIMA,APC-Multitenant,12,official,official_passed,True,30,,1.142643,2026-06-13T15:21:47
challenger_official_execution,AutoARIMA,ARE-Go Local,1,official,official_passed,True,30,,0.153916,2026-06-13T15:21:47
challenger_official_execution,AutoARIMA,ARE-Go Local,2,official,official_passed,True,30,,1.038428,2026-06-13T15:21:48
challenger_official_execution,AutoARIMA,ARE-Go Local,3,official,official_passed,True,30,,1.063431,2026-06-13T15:21:49
challenger_official_execution,AutoARIMA,ARE-Go Local,4,official,official_passed,True,30,,1.117069,2026-06-13T15:21:51
challenger_official_execution,AutoARIMA,ARE-Go Local,5,official,official_passed,True,30,,0.153901,2026-06-13T15:21:51
challenger_official_execution,AutoARIMA,ARE-Go Local,6,official,official_passed,True,30,,1.127748,2026-06-13T15:21:52
challenger_official_execution,AutoARIMA,ARE-Go Local,7,official,official_passed,True,30,,1.086327,2026-06-13T15:21:53
challenger_official_execution,AutoARIMA,ARE-Go Local,8,official,official_passed,True,30,,1.151363,2026-06-13T15:21:54
challenger_official_execution,AutoARIMA,ARE-Go Local,9,official,official_passed,True,30,,1.119382,2026-06-13T15:21:55
challenger_official_execution,AutoARIMA,ARE-Go Local,10,official,official_passed,True,30,,1.112011,2026-06-13T15:21:56
challenger_official_execution,AutoARIMA,ARE-Go Local,11,official,official_passed,True,30,,1.131283,2026-06-13T15:21:58
challenger_official_execution,AutoARIMA,ARE-Go Local,12,official,official_passed,True,30,,1.79087,2026-06-13T15:21:59
challenger_official_execution,AutoARIMA,AUS-Go Local,1,official,official_passed,True,30,,1.097308,2026-06-13T15:22:00
challenger_official_execution,AutoARIMA,AUS-Go Local,2,official,official_passed,True,30,,1.281866,2026-06-13T15:22:02
challenger_official_execution,AutoARIMA,AUS-Go Local,3,official,official_passed,True,30,,1.213549,2026-06-13T15:22:03
challenger_official_execution,AutoARIMA,AUS-Go Local,4,official,official_passed,True,30,,1.242955,2026-06-13T15:22:04
challenger_official_execution,AutoARIMA,AUS-Go Local,5,official,official_passed,True,30,,0.920829,2026-06-13T15:22:05
challenger_official_execution,AutoARIMA,AUS-Go Local,6,official,official_passed,True,30,,0.655151,2026-06-13T15:22:06
challenger_official_execution,AutoARIMA,AUS-Go Local,7,official,official_passed,True,30,,0.658098,2026-06-13T15:22:07
challenger_official_execution,AutoARIMA,AUS-Go Local,8,official,official_passed,True,30,,0.670392,2026-06-13T15:22:07
challenger_official_execution,AutoARIMA,AUS-Go Local,9,official,official_passed,True,30,,0.677855,2026-06-13T15:22:08
challenger_official_execution,AutoARIMA,AUS-Go Local,10,official,official_passed,True,30,,0.670318,2026-06-13T15:22:09
challenger_official_execution,AutoARIMA,AUS-Go Local,11,official,official_passed,True,30,,0.686069,2026-06-13T15:22:09
challenger_official_execution,AutoARIMA,AUS-Go Local,12,official,official_passed,True,30,,0.685955,2026-06-13T15:22:10
challenger_official_execution,AutoARIMA,BRA-Go Local,1,official,official_passed,True,30,,0.805118,2026-06-13T15:22:11
challenger_official_execution,AutoARIMA,BRA-Go Local,2,official,official_passed,True,30,,0.732919,2026-06-13T15:22:12
challenger_official_execution,AutoARIMA,BRA-Go Local,3,official,official_passed,True,30,,0.822943,2026-06-13T15:22:12
challenger_official_execution,AutoARIMA,BRA-Go Local,4,official,official_passed,True,30,,0.834554,2026-06-13T15:22:13
challenger_official_execution,AutoARIMA,BRA-Go Local,5,official,official_passed,True,30,,0.868814,2026-06-13T15:22:14
