run_id,model_name,entity_key,window_id,forecast_date,horizon_day,forecast_value,execution_mode,created_timestamp
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-03,1,2421.414728369362,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-04,2,2422.495968219872,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-05,3,2423.577208070382,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-06,4,2424.658447920892,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-07,5,2425.739687771402,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-08,6,2426.820927621912,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-09,7,2427.9021674724218,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-10,8,2428.9834073229317,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-11,9,2430.0646471734417,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-12,10,2431.1458870239517,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-13,11,2432.2271268744616,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-14,12,2433.3083667249716,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-15,13,2434.3896065754816,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-16,14,2435.4708464259916,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-17,15,2436.5520862765015,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-18,16,2437.6333261270115,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-19,17,2438.7145659775215,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-20,18,2439.7958058280315,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-21,19,2440.8770456785414,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-22,20,2441.9582855290514,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-23,21,2443.0395253795614,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-24,22,2444.1207652300714,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-25,23,2445.2020050805813,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-26,24,2446.2832449310913,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-27,25,2447.3644847816013,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-28,26,2448.4457246321113,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-29,27,2449.526964482621,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-30,28,2450.608204333131,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-05-31,29,2451.689444183641,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,1,2025-06-01,30,2452.770684034151,official,2026-06-13T15:20:47
challenger_official_execution,AutoARIMA,APC-Dedicated,2,2025-06-02,1,2210.090964343419,official,2026-06-13T15:20:48
challenger_official_execution,AutoARIMA,APC-Dedicated,2,2025-06-03,2,2211.058385471527,official,2026-06-13T15:20:48
challenger_official_execution,AutoARIMA,APC-Dedicated,2,2025-06-04,3,2212.025806599635,official,2026-06-13T15:20:48
challenger_official_execution,AutoARIMA,APC-Dedicated,2,2025-06-05,4,2212.993227727743,official,2026-06-13T15:20:48
challenger_official_execution,AutoARIMA,APC-Dedicated,2,2025-06-06,5,2213.960648855851,official,2026-06-13T15:20:48
challenger_official_execution,AutoARIMA,APC-Dedicated,2,2025-06-07,6,2214.928069983959,official,2026-06-13T15:20:48
challenger_official_execution,AutoARIMA,APC-Dedicated,2,2025-06-08,7,2215.8954911120672,official,2026-06-13T15:20:48
challenger_official_execution,AutoARIMA,APC-Dedicated,2,2025-06-09,8,2216.8629122401753,official,2026-06-13T15:20:48
challenger_official_execution,AutoARIMA,APC-Dedicated,2,2025-06-10,9,2217.8303333682834,official,2026-06-13T15:20:48
challenger_official_execution,AutoARIMA,APC-Dedicated,2,2025-06-11,10,2218.7977544963915,official,2026-06-13T15:20:48
challenger_official_execution,AutoARIMA,APC-Dedicated,2,2025-06-12,11,2219.7651756244995,official,2026-06-13T15:20:48
challenger_official_execution,AutoARIMA,APC-Dedicated,2,2025-06-13,12,2220.7325967526076,official,2026-06-13T15:20:48
challenger_official_execution,AutoARIMA,APC-Dedicated,2,2025-06-14,13,2221.7000178807157,official,2026-06-13T15:20:48
