inventory_row_id,observed_series_id,raw_extraction_unit_id,metric,db_type,variant,scenario,segment,demand_nature,granularity,key,route_path,ui_filter_path,source_object,raw_parquet_file,raw_parquet_relative_path,date_column,actual_column,forecast_column,min_date,max_date,row_count,distinct_date_count,duplicate_row_count,parseable_actual_count,non_parseable_actual_count,freshness_status,caveat,is_observed_series,is_forecast_variant,is_duplicate_physical_variant,ui_visible_now,ui_visible_after_p5_p6_p7,notes
INV001,OBS-SSD-APCP150,SEE_RAW_UNIT_INVENTORY,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,APCP150,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=APCP150,forecast_substrateBE_ssd_phx_lvwe_metrics,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,End_Date,Mean_Actual,Mean_Forecast,2026-04-13,2026-08-22,131,130,1,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5,TRUE,FALSE,FALSE,FALSE,TRUE,One observed series. Its actual series is measured from LVWE; LVNE carries an identical Mean_Actual and contributes only a second forecast variant.
INV002,OBS-SSD-APCPRD01,SEE_RAW_UNIT_INVENTORY,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,APCPRD01,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=APCPRD01,forecast_substrateBE_ssd_phx_lvwe_metrics,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,End_Date,Mean_Actual,Mean_Forecast,2026-04-13,2026-08-22,131,130,1,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5,TRUE,FALSE,FALSE,FALSE,TRUE,One observed series. Its actual series is measured from LVWE; LVNE carries an identical Mean_Actual and contributes only a second forecast variant.
INV003,OBS-SSD-APCPRD02,SEE_RAW_UNIT_INVENTORY,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,APCPRD02,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=APCPRD02,forecast_substrateBE_ssd_phx_lvwe_metrics,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,End_Date,Mean_Actual,Mean_Forecast,2026-04-13,2026-08-22,131,130,1,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5,TRUE,FALSE,FALSE,FALSE,TRUE,One observed series. Its actual series is measured from LVWE; LVNE carries an identical Mean_Actual and contributes only a second forecast variant.
INV004,OBS-SSD-AREP273,SEE_RAW_UNIT_INVENTORY,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,AREP273,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=AREP273,forecast_substrateBE_ssd_phx_lvwe_metrics,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,End_Date,Mean_Actual,Mean_Forecast,2026-04-13,2026-08-22,131,130,1,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5,TRUE,FALSE,FALSE,FALSE,TRUE,One observed series. Its actual series is measured from LVWE; LVNE carries an identical Mean_Actual and contributes only a second forecast variant.
INV005,OBS-SSD-AUSP282,SEE_RAW_UNIT_INVENTORY,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,AUSP282,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=AUSP282,forecast_substrateBE_ssd_phx_lvwe_metrics,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,End_Date,Mean_Actual,Mean_Forecast,2026-04-13,2026-08-22,131,130,1,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5,TRUE,FALSE,FALSE,FALSE,TRUE,One observed series. Its actual series is measured from LVWE; LVNE carries an identical Mean_Actual and contributes only a second forecast variant.
INV006,OBS-SSD-AUSP300,SEE_RAW_UNIT_INVENTORY,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,AUSP300,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=AUSP300,forecast_substrateBE_ssd_phx_lvwe_metrics,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,End_Date,Mean_Actual,Mean_Forecast,2026-04-13,2026-08-22,131,130,1,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5,TRUE,FALSE,FALSE,FALSE,TRUE,One observed series. Its actual series is measured from LVWE; LVNE carries an identical Mean_Actual and contributes only a second forecast variant.
INV007,OBS-SSD-AUSPRD01,SEE_RAW_UNIT_INVENTORY,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,AUSPRD01,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=AUSPRD01,forecast_substrateBE_ssd_phx_lvwe_metrics,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,End_Date,Mean_Actual,Mean_Forecast,2026-04-13,2026-08-22,131,130,1,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5,TRUE,FALSE,FALSE,FALSE,TRUE,One observed series. Its actual series is measured from LVWE; LVNE carries an identical Mean_Actual and contributes only a second forecast variant.
INV008,OBS-SSD-AUTP296,SEE_RAW_UNIT_INVENTORY,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,AUTP296,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=AUTP296,forecast_substrateBE_ssd_phx_lvwe_metrics,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,End_Date,Mean_Actual,Mean_Forecast,2026-04-13,2026-08-22,131,130,1,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5,TRUE,FALSE,FALSE,FALSE,TRUE,One observed series. Its actual series is measured from LVWE; LVNE carries an identical Mean_Actual and contributes only a second forecast variant.
INV009,OBS-SSD-BRAP284,SEE_RAW_UNIT_INVENTORY,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,BRAP284,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=BRAP284,forecast_substrateBE_ssd_phx_lvwe_metrics,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,End_Date,Mean_Actual,Mean_Forecast,2026-04-13,2026-08-22,131,130,1,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5,TRUE,FALSE,FALSE,FALSE,TRUE,One observed series. Its actual series is measured from LVWE; LVNE carries an identical Mean_Actual and contributes only a second forecast variant.
INV010,OBS-SSD-CANP288,SEE_RAW_UNIT_INVENTORY,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,CANP288,SSD|Phoenix|LowVolume|Forest,Metric=SSD > DBType=Phoenix > Variant=LVWE+LVNE > Granularity=Forest > Key=CANP288,forecast_substrateBE_ssd_phx_lvwe_metrics,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,End_Date,Mean_Actual,Mean_Forecast,2026-04-13,2026-08-22,131,130,1,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (rolling window 1-7 days); Mean_Actual is varchar in source and was CAST; 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet; must be generated in P5,TRUE,FALSE,FALSE,FALSE,TRUE,One observed series. Its actual series is measured from LVWE; LVNE carries an identical Mean_Actual and contributes only a second forecast variant.
