timestamp,candidate_id,model_name,series_key,window_id,forecast_origin,status,runtime_seconds,message
2026-06-25T20:43:21,FNAR-V2,FastNeuralAR_MLP_v2_direct,NAM-Multitenant,10,2026-01-27,ok,0.5012,mase=118.898 rmsse=33.164 raw_neg=0 h_eval=30
2026-06-25T20:43:21,FNAR-V2,FastNeuralAR_MLP_v2_direct,NAM-Multitenant,11,2026-02-26,ok,0.5013,mase=61.461 rmsse=17.558 raw_neg=0 h_eval=30
2026-06-25T20:43:22,FNAR-V2,FastNeuralAR_MLP_v2_direct,NAM-Multitenant,12,2026-03-28,ok,0.5046,mase=97.645 rmsse=27.641 raw_neg=0 h_eval=30
2026-06-25T20:43:22,FNAR-V2,FastNeuralAR_MLP_v2_direct,EUR-Multitenant,10,2026-01-27,ok,0.5014,mase=64.111 rmsse=21.580 raw_neg=0 h_eval=30
2026-06-25T20:43:23,FNAR-V2,FastNeuralAR_MLP_v2_direct,EUR-Multitenant,11,2026-02-26,ok,0.5015,mase=18.423 rmsse=6.966 raw_neg=0 h_eval=30
2026-06-25T20:43:23,FNAR-V2,FastNeuralAR_MLP_v2_direct,EUR-Multitenant,12,2026-03-28,ok,0.5141,mase=38.988 rmsse=13.799 raw_neg=0 h_eval=30
2026-06-25T20:43:24,FNAR-V2,FastNeuralAR_MLP_v2_direct,LAM-Multitenant,10,2026-01-27,ok,0.5207,mase=49.864 rmsse=19.169 raw_neg=0 h_eval=30
2026-06-25T20:43:24,FNAR-V2,FastNeuralAR_MLP_v2_direct,LAM-Multitenant,11,2026-02-26,ok,0.5269,mase=64.322 rmsse=24.821 raw_neg=0 h_eval=30
2026-06-25T20:43:25,FNAR-V2,FastNeuralAR_MLP_v2_direct,LAM-Multitenant,12,2026-03-28,ok,0.5326,mase=70.928 rmsse=27.517 raw_neg=0 h_eval=30
2026-06-25T20:43:25,FNAR-V2,FastNeuralAR_MLP_v2_direct,APC-Dedicated,10,2026-01-27,ok,0.4684,mase=130.792 rmsse=37.122 raw_neg=0 h_eval=30
2026-06-25T20:43:26,FNAR-V2,FastNeuralAR_MLP_v2_direct,APC-Dedicated,11,2026-02-26,ok,0.5368,mase=0.705 rmsse=0.173 raw_neg=0 h_eval=30
2026-06-25T20:43:26,FNAR-V2,FastNeuralAR_MLP_v2_direct,APC-Dedicated,12,2026-03-28,ok,0.5311,mase=1.747 rmsse=0.420 raw_neg=0 h_eval=30
2026-06-25T20:43:26,FNAR-V2,FastNeuralAR_MLP_v2_direct,NAM-TDF,10,2026-01-27,ok,0.2093,mase=2.079 rmsse=0.810 raw_neg=0 h_eval=30
2026-06-25T20:43:27,FNAR-V2,FastNeuralAR_MLP_v2_direct,NAM-TDF,11,2026-02-26,ok,0.1922,mase=2.870 rmsse=1.091 raw_neg=0 h_eval=30
2026-06-25T20:43:27,FNAR-V2,FastNeuralAR_MLP_v2_direct,NAM-TDF,12,2026-03-28,ok,0.205,mase=2.961 rmsse=1.085 raw_neg=0 h_eval=30
2026-06-25T20:43:27,NLIN-DLIN,NLinear_or_DLinear_lightweight,NAM-Multitenant,10,2026-01-27,ok,0.0133,mase=1.087 rmsse=0.345 raw_neg=0 h_eval=30
2026-06-25T20:43:27,NLIN-DLIN,NLinear_or_DLinear_lightweight,NAM-Multitenant,11,2026-02-26,ok,0.0031,mase=3.770 rmsse=1.058 raw_neg=0 h_eval=30
2026-06-25T20:43:27,NLIN-DLIN,NLinear_or_DLinear_lightweight,NAM-Multitenant,12,2026-03-28,ok,0.0027,mase=1.467 rmsse=0.455 raw_neg=0 h_eval=30
2026-06-25T20:43:27,NLIN-DLIN,NLinear_or_DLinear_lightweight,EUR-Multitenant,10,2026-01-27,ok,0.0032,mase=2.206 rmsse=0.851 raw_neg=0 h_eval=30
2026-06-25T20:43:27,NLIN-DLIN,NLinear_or_DLinear_lightweight,EUR-Multitenant,11,2026-02-26,ok,0.0028,mase=3.694 rmsse=1.273 raw_neg=0 h_eval=30
2026-06-25T20:43:27,NLIN-DLIN,NLinear_or_DLinear_lightweight,EUR-Multitenant,12,2026-03-28,ok,0.0029,mase=2.459 rmsse=0.952 raw_neg=0 h_eval=30
2026-06-25T20:43:27,NLIN-DLIN,NLinear_or_DLinear_lightweight,LAM-Multitenant,10,2026-01-27,ok,0.0025,mase=1.376 rmsse=0.562 raw_neg=0 h_eval=30
2026-06-25T20:43:27,NLIN-DLIN,NLinear_or_DLinear_lightweight,LAM-Multitenant,11,2026-02-26,ok,0.0029,mase=1.427 rmsse=0.625 raw_neg=0 h_eval=30
2026-06-25T20:43:27,NLIN-DLIN,NLinear_or_DLinear_lightweight,LAM-Multitenant,12,2026-03-28,ok,0.0026,mase=1.311 rmsse=0.541 raw_neg=0 h_eval=30
2026-06-25T20:43:27,NLIN-DLIN,NLinear_or_DLinear_lightweight,APC-Dedicated,10,2026-01-27,ok,0.0027,mase=3.413 rmsse=0.810 raw_neg=27 h_eval=30
2026-06-25T20:43:27,NLIN-DLIN,NLinear_or_DLinear_lightweight,APC-Dedicated,11,2026-02-26,ok,0.0028,mase=0.683 rmsse=0.165 raw_neg=0 h_eval=30
2026-06-25T20:43:27,NLIN-DLIN,NLinear_or_DLinear_lightweight,APC-Dedicated,12,2026-03-28,ok,0.0029,mase=0.053 rmsse=0.014 raw_neg=0 h_eval=30
2026-06-25T20:43:27,NLIN-DLIN,NLinear_or_DLinear_lightweight,NAM-TDF,10,2026-01-27,ok,0.0021,mase=0.981 rmsse=0.831 raw_neg=0 h_eval=30
2026-06-25T20:43:27,NLIN-DLIN,NLinear_or_DLinear_lightweight,NAM-TDF,11,2026-02-26,ok,0.0022,mase=0.979 rmsse=0.442 raw_neg=0 h_eval=30
2026-06-25T20:43:27,NLIN-DLIN,NLinear_or_DLinear_lightweight,NAM-TDF,12,2026-03-28,ok,0.0021,mase=1.087 rmsse=0.406 raw_neg=0 h_eval=30
2026-06-25T20:43:27,SMLP-TCN,SmallTCN_or_SmallMLPGlobal,NAM-Multitenant,10,2026-01-27,ok,0.3948,mase=6.596 rmsse=2.015 raw_neg=0 h_eval=30
2026-06-25T20:43:28,SMLP-TCN,SmallTCN_or_SmallMLPGlobal,NAM-Multitenant,11,2026-02-26,ok,0.4304,mase=3.461 rmsse=1.095 raw_neg=0 h_eval=30
2026-06-25T20:43:28,SMLP-TCN,SmallTCN_or_SmallMLPGlobal,NAM-Multitenant,12,2026-03-28,ok,0.4084,mase=3.284 rmsse=1.107 raw_neg=0 h_eval=30
2026-06-25T20:43:28,SMLP-TCN,SmallTCN_or_SmallMLPGlobal,EUR-Multitenant,10,2026-01-27,ok,0.0003,mase=9.858 rmsse=3.320 raw_neg=0 h_eval=30
2026-06-25T20:43:28,SMLP-TCN,SmallTCN_or_SmallMLPGlobal,EUR-Multitenant,11,2026-02-26,ok,0.0002,mase=1.922 rmsse=0.762 raw_neg=0 h_eval=30
2026-06-25T20:43:28,SMLP-TCN,SmallTCN_or_SmallMLPGlobal,EUR-Multitenant,12,2026-03-28,ok,0.0002,mase=2.010 rmsse=0.799 raw_neg=0 h_eval=30
2026-06-25T20:43:28,SMLP-TCN,SmallTCN_or_SmallMLPGlobal,LAM-Multitenant,10,2026-01-27,ok,0.0003,mase=4.581 rmsse=2.136 raw_neg=0 h_eval=30
2026-06-25T20:43:28,SMLP-TCN,SmallTCN_or_SmallMLPGlobal,LAM-Multitenant,11,2026-02-26,ok,0.0002,mase=4.090 rmsse=1.924 raw_neg=0 h_eval=30
2026-06-25T20:43:28,SMLP-TCN,SmallTCN_or_SmallMLPGlobal,LAM-Multitenant,12,2026-03-28,ok,0.0002,mase=4.981 rmsse=2.332 raw_neg=0 h_eval=30
2026-06-25T20:43:28,SMLP-TCN,SmallTCN_or_SmallMLPGlobal,APC-Dedicated,10,2026-01-27,ok,0.0003,mase=68.852 rmsse=15.537 raw_neg=0 h_eval=30
2026-06-25T20:43:28,SMLP-TCN,SmallTCN_or_SmallMLPGlobal,APC-Dedicated,11,2026-02-26,ok,0.0002,mase=1.344 rmsse=0.295 raw_neg=0 h_eval=30
2026-06-25T20:43:28,SMLP-TCN,SmallTCN_or_SmallMLPGlobal,APC-Dedicated,12,2026-03-28,ok,0.0002,mase=0.039 rmsse=0.010 raw_neg=0 h_eval=30
2026-06-25T20:43:28,SMLP-TCN,SmallTCN_or_SmallMLPGlobal,NAM-TDF,10,2026-01-27,ok,0.0003,mase=1.033 rmsse=0.852 raw_neg=0 h_eval=30
2026-06-25T20:43:28,SMLP-TCN,SmallTCN_or_SmallMLPGlobal,NAM-TDF,11,2026-02-26,ok,0.0002,mase=1.255 rmsse=0.479 raw_neg=0 h_eval=30
2026-06-25T20:43:28,SMLP-TCN,SmallTCN_or_SmallMLPGlobal,NAM-TDF,12,2026-03-28,ok,0.0002,mase=1.030 rmsse=0.383 raw_neg=0 h_eval=30
2026-06-25T20:43:32,LGBM-IMP,LightGBM_candidate_improved,NAM-Multitenant,10,2026-01-27,ok,4.0979,mase=3.335 rmsse=0.985 raw_neg=0 h_eval=30
2026-06-25T20:43:36,LGBM-IMP,LightGBM_candidate_improved,NAM-Multitenant,11,2026-02-26,ok,3.6951,mase=5.223 rmsse=1.463 raw_neg=0 h_eval=30
2026-06-25T20:43:40,LGBM-IMP,LightGBM_candidate_improved,NAM-Multitenant,12,2026-03-28,ok,4.0296,mase=5.186 rmsse=1.457 raw_neg=0 h_eval=30
2026-06-25T20:43:44,LGBM-IMP,LightGBM_candidate_improved,EUR-Multitenant,10,2026-01-27,ok,4.1539,mase=1.459 rmsse=0.621 raw_neg=0 h_eval=30
2026-06-25T20:43:49,LGBM-IMP,LightGBM_candidate_improved,EUR-Multitenant,11,2026-02-26,ok,4.8038,mase=2.752 rmsse=0.996 raw_neg=0 h_eval=30
2026-06-25T20:43:53,LGBM-IMP,LightGBM_candidate_improved,EUR-Multitenant,12,2026-03-28,ok,4.1158,mase=7.783 rmsse=2.727 raw_neg=0 h_eval=30
2026-06-25T20:43:58,LGBM-IMP,LightGBM_candidate_improved,LAM-Multitenant,10,2026-01-27,ok,4.8603,mase=5.321 rmsse=2.019 raw_neg=0 h_eval=30
2026-06-25T20:44:03,LGBM-IMP,LightGBM_candidate_improved,LAM-Multitenant,11,2026-02-26,ok,4.6633,mase=6.044 rmsse=2.295 raw_neg=0 h_eval=30
2026-06-25T20:44:08,LGBM-IMP,LightGBM_candidate_improved,LAM-Multitenant,12,2026-03-28,ok,4.7427,mase=6.184 rmsse=2.367 raw_neg=0 h_eval=30
2026-06-25T20:44:12,LGBM-IMP,LightGBM_candidate_improved,APC-Dedicated,10,2026-01-27,ok,4.6021,mase=22.531 rmsse=5.055 raw_neg=0 h_eval=30
2026-06-25T20:44:16,LGBM-IMP,LightGBM_candidate_improved,APC-Dedicated,11,2026-02-26,ok,4.1676,mase=7.942 rmsse=1.724 raw_neg=0 h_eval=30
2026-06-25T20:44:22,LGBM-IMP,LightGBM_candidate_improved,APC-Dedicated,12,2026-03-28,ok,5.4046,mase=0.631 rmsse=0.146 raw_neg=0 h_eval=30
2026-06-25T20:44:26,LGBM-IMP,LightGBM_candidate_improved,NAM-TDF,10,2026-01-27,ok,3.8875,mase=1.205 rmsse=0.714 raw_neg=0 h_eval=30
2026-06-25T20:44:30,LGBM-IMP,LightGBM_candidate_improved,NAM-TDF,11,2026-02-26,ok,3.8222,mase=1.463 rmsse=0.791 raw_neg=0 h_eval=30
