run_id,entity_key,window_id,model_name,forecast_rows,mase,rmsse,mase_beats_naive,rmsse_risk_status,mase_denominator_floored,rmsse_denominator_floored,created_timestamp
aggregation_hierarchy_20260612_144220,APC-Dedicated,1,ARIMA_Fixed,30,93.74613481426154,7.772558031282258,False,high_risk,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,1,ETS_Current,30,96.04006282721323,7.9599127055208605,False,high_risk,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,1,FixedGrowth_1_5,30,89.9959594402443,7.465427750186846,False,high_risk,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,1,FixedGrowth_3,30,99.66174129651468,8.25894041417935,False,high_risk,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,1,FixedGrowth_4,30,106.1055958673616,8.791013059541402,False,high_risk,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,1,FixedGrowth_6,30,118.99330500905546,9.860725891625542,False,high_risk,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,1,LinearRegression,30,94.58360333185644,7.864347977856261,False,high_risk,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,2,ARIMA_Fixed,30,163.193787619485,17.17407849188674,False,high_risk,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,2,ETS_Current,30,150.75456274291122,16.104245370421104,False,high_risk,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,2,FixedGrowth_1_5,30,206.4317619825765,20.92448235834813,False,high_risk,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,2,FixedGrowth_3,30,214.70546398227577,21.64444077727085,False,high_risk,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,2,FixedGrowth_4,30,220.22126531540863,22.12519755429849,False,high_risk,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,2,FixedGrowth_6,30,231.25286798167448,23.08841745528218,False,high_risk,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,2,LinearRegression,30,212.9140566935087,21.26016186770048,False,high_risk,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,3,ARIMA_Fixed,30,84.55008959330743,9.156871632295667,False,high_risk,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,3,ETS_Current,30,101.5436213547858,10.913174869507197,False,high_risk,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,3,FixedGrowth_1_5,30,19.759818646934857,1.8400236293773164,False,acceptable,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,3,FixedGrowth_3,30,23.98235723479016,2.260158440334533,False,warning,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,3,FixedGrowth_4,30,26.797382960027026,2.544013786998505,False,warning,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,3,FixedGrowth_6,30,32.42743441050076,3.1170555464640306,False,warning,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,3,LinearRegression,30,309.4802917946103,32.024404687705015,False,high_risk,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,4,ARIMA_Fixed,30,3.1776114349691795,0.3152965486634283,False,beats_naive,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,4,ETS_Current,30,1.1776535843121811,0.1180462454703108,False,beats_naive,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,4,FixedGrowth_1_5,30,2.459891144546289,0.2422587403092138,False,beats_naive,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,4,FixedGrowth_3,30,6.580116959572946,0.6675749126030925,False,beats_naive,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,4,FixedGrowth_4,30,9.32693416959071,0.9538079763148832,False,beats_naive,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,4,FixedGrowth_6,30,14.82056858962625,1.527289570667591,False,acceptable,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,4,LinearRegression,30,0.5320901576073706,0.0602034481096082,True,beats_naive,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,5,ARIMA_Fixed,30,3.397440987601663,0.3627272563097949,False,beats_naive,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,5,ETS_Current,30,1.062836474005327,0.1189854045457246,False,beats_naive,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,5,FixedGrowth_1_5,30,1.81055715674292,0.1813701590931906,False,beats_naive,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,5,FixedGrowth_3,30,6.0029571875063,0.6171212424524255,False,beats_naive,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,5,FixedGrowth_4,30,8.797890541348554,0.9080644127854248,False,beats_naive,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,5,FixedGrowth_6,30,14.387757249033063,1.49007977236209,False,acceptable,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,5,LinearRegression,30,0.4684048467681461,0.0562126116467041,True,beats_naive,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,6,ARIMA_Fixed,30,1.515582339411946,0.1581778454622145,False,beats_naive,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,6,ETS_Current,30,0.1125808260580083,0.0124418099816263,True,beats_naive,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,6,FixedGrowth_1_5,30,1.3848355616302552,0.1446421388328224,False,beats_naive,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,6,FixedGrowth_3,30,5.663001424739415,0.5880225540313326,False,beats_naive,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,6,FixedGrowth_4,30,8.515112000145521,0.8837076727656069,False,beats_naive,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,6,FixedGrowth_6,30,14.219333150957723,1.4751010026132343,False,acceptable,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,6,LinearRegression,30,0.8020294229312657,0.0844358102157947,True,beats_naive,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,7,ARIMA_Fixed,30,0.6945134866078486,0.0682367758626608,True,beats_naive,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,7,ETS_Current,30,0.2717916756270292,0.0289775931463849,True,beats_naive,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,7,FixedGrowth_1_5,30,1.4482455472748623,0.1445854687447371,False,beats_naive,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,7,FixedGrowth_3,30,5.81634047795975,0.5946589208416767,False,beats_naive,False,False,2026-06-12T14:42:20
aggregation_hierarchy_20260612_144220,APC-Dedicated,7,FixedGrowth_4,30,8.728403765083002,0.895252462708471,False,beats_naive,False,False,2026-06-12T14:42:20
