entity_key,model_name,windows,median_mase,mean_mase,p95_mase,median_rmsse,mean_rmsse,p95_rmsse,pct_windows_beating_naive,pct_windows_high_risk,mase_denominator_floored_rows,rmsse_denominator_floored_rows,created_timestamp
APC-Dedicated,ARIMA_Fixed,12,1.0834703537149966,1.4252778120710834,3.539294203502011,1.0823276726374775,1.467145837963927,3.8351861453349883,0.4166666666666667,0.08333333333333333,0,0,2026-06-12T13:52:34
APC-Dedicated,ETS_Current,12,0.8836941129679485,7.801005494011759,39.10624837389224,0.9013927171744311,7.402169748492145,37.20758655295877,0.5,0.16666666666666666,0,0,2026-06-12T13:52:34
APC-Dedicated,FixedGrowth_1_5,12,1.0322197405149982,0.9223562223915566,1.5310494510346697,1.0213695178543396,0.8893192957651005,1.46483659738811,0.4166666666666667,0.0,0,0,2026-06-12T13:52:34
APC-Dedicated,FixedGrowth_3,12,1.7503985009464995,1.9699750226848467,3.967726840198118,1.7022833130267403,1.8848652590078012,3.6889592911858946,0.0,0.0,0,0,2026-06-12T13:52:34
APC-Dedicated,FixedGrowth_4,12,2.3753504335933533,2.6774834555081406,5.5921784329737525,2.2696576157630806,2.5614466683908512,5.224978494957462,0.0,0.08333333333333333,0,0,2026-06-12T13:52:34
APC-Dedicated,FixedGrowth_6,12,4.063025650390031,4.092500321154731,8.841081618525008,3.8278530037377916,3.917249860959489,8.301720672279348,0.0,0.25,0,0,2026-06-12T13:52:34
APC-Dedicated,LinearRegression,12,1.042008857904224,17.36636999140914,89.7383085666893,1.0299057709520683,17.0676192520412,86.8608197584789,0.4166666666666667,0.25,0,0,2026-06-12T13:52:34
APC-MSIT,ARIMA_Fixed,12,1.0882903885483501,1.2237195541909311,2.016273942116923,1.0343470284408323,1.22563843639839,2.1998823246028554,0.3333333333333333,0.0,0,0,2026-06-12T13:52:34
APC-MSIT,ETS_Current,12,1.2145782624641392,2.5682235227269894,9.42517809129619,1.1287313835945572,2.443120666771312,8.970347412330309,0.3333333333333333,0.16666666666666666,0,0,2026-06-12T13:52:34
APC-MSIT,FixedGrowth_1_5,12,1.1357466155313185,1.5286395980041618,4.018085576689382,1.0965329284520888,1.4057769105164166,3.656987891974154,0.4166666666666667,0.08333333333333333,0,0,2026-06-12T13:52:34
APC-MSIT,FixedGrowth_3,12,1.411750107372061,2.403144879918283,7.159606582701586,1.3715991504033247,2.124868903596685,6.469622255748338,0.25,0.08333333333333333,0,0,2026-06-12T13:52:34
APC-MSIT,FixedGrowth_4,12,1.8390647685450308,3.0452949421860644,9.253953920043053,1.626786371652019,2.6762790329517006,8.351385626845572,0.25,0.08333333333333333,0,0,2026-06-12T13:52:34
APC-MSIT,FixedGrowth_6,12,2.4290336354465203,4.388507207713408,13.442648594726009,2.371734488540856,3.847067624325256,12.119770872220986,0.16666666666666666,0.16666666666666666,0,0,2026-06-12T13:52:34
APC-MSIT,LinearRegression,12,1.1936152011812653,2.0718261965606963,6.1770693121731775,1.1047218733734345,1.742890683034994,4.463840066894638,0.3333333333333333,0.08333333333333333,0,0,2026-06-12T13:52:34
APC-Multitenant,ARIMA_Fixed,12,1.2512892470691162,1.553097008244195,3.020442606840841,1.2935380460833996,1.544404463113546,2.933049556186435,0.3333333333333333,0.0,0,0,2026-06-12T13:52:34
APC-Multitenant,ETS_Current,12,0.9134118506080551,1.1968059897763246,2.685639729811072,1.0120869804827373,1.2288800490115972,2.8306535971971263,0.5833333333333334,0.0,0,0,2026-06-12T13:52:34
APC-Multitenant,FixedGrowth_1_5,12,0.402926961429549,0.4711516233173479,0.9244842428827528,0.41672572192761115,0.48293531194798617,1.0141962641295192,1.0,0.0,0,0,2026-06-12T13:52:34
APC-Multitenant,FixedGrowth_3,12,0.584701811617995,0.6904625677352593,1.5616396003345927,0.540974104166593,0.6699213840550611,1.436012816119472,0.9166666666666666,0.0,0,0,2026-06-12T13:52:34
APC-Multitenant,FixedGrowth_4,12,1.0013467720053644,1.1031168755606289,2.269340855511532,0.9888848340344123,1.0587464854331992,2.0671342535529273,0.5,0.0,0,0,2026-06-12T13:52:34
APC-Multitenant,FixedGrowth_6,12,1.5393149079503088,1.9858261241434099,3.9039090420575553,1.6403510995838377,1.8805863173364221,3.570429470908083,0.08333333333333333,0.0,0,0,2026-06-12T13:52:34
APC-Multitenant,LinearRegression,12,0.5866285213955871,0.9648137716291888,2.7130811322564994,0.58114689631775,0.9131959967939945,2.3776814263060677,0.75,0.0,0,0,2026-06-12T13:52:34
ARE-Go Local,ARIMA_Fixed,12,0.9037773266579031,1.4602345415159108,4.843585537762449,0.9244707059509896,1.5575947603495883,5.26121990679351,0.75,0.08333333333333333,0,0,2026-06-12T13:52:34
ARE-Go Local,ETS_Current,12,0.6107320525004765,1.0216213357601063,2.9728242983449844,0.6603050736063777,1.0891527643195893,3.246627812280522,0.6666666666666666,0.0,0,0,2026-06-12T13:52:34
ARE-Go Local,FixedGrowth_1_5,12,0.782744943674597,1.1508062338522684,3.1336177027772285,0.7838082166562994,1.1322699831354968,3.002378481863074,0.6666666666666666,0.0,0,0,2026-06-12T13:52:34
ARE-Go Local,FixedGrowth_3,12,0.9747600005890025,1.5480740501450534,5.267235405554462,0.9445499824818002,1.5319222708393665,5.014605112444678,0.5,0.08333333333333333,0,0,2026-06-12T13:52:34
