run_id,model_name,model_family,entity_key,window_id,forecast_date,horizon_day,forecast_value,execution_mode,created_timestamp
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-03,1,2421.414728369362,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-04,2,2422.495968219872,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-05,3,2423.577208070382,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-06,4,2424.658447920892,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-07,5,2425.739687771402,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-08,6,2426.820927621912,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-09,7,2427.9021674724218,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-10,8,2428.9834073229317,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-11,9,2430.0646471734417,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-12,10,2431.1458870239517,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-13,11,2432.2271268744616,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-14,12,2433.3083667249716,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-15,13,2434.3896065754816,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-16,14,2435.4708464259916,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-17,15,2436.5520862765015,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-18,16,2437.6333261270115,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-19,17,2438.7145659775215,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-20,18,2439.7958058280315,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-21,19,2440.8770456785414,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-22,20,2441.9582855290514,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-23,21,2443.0395253795614,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-24,22,2444.1207652300714,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-25,23,2445.2020050805813,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-26,24,2446.2832449310913,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-27,25,2447.3644847816013,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-28,26,2448.4457246321113,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-29,27,2449.526964482621,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-30,28,2450.608204333131,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-31,29,2451.689444183641,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,AutoARIMA,Statistical,APC-Dedicated,1,2025-06-01,30,2452.770684034151,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-03,1,2425.3617450529896,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-04,2,2427.373228224775,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-05,3,2429.384711396561,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-06,4,2431.3961945683473,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-07,5,2433.407677740133,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-08,6,2435.419160911919,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-09,7,2437.4306440837045,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-10,8,2439.4421272554905,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-11,9,2441.4536104272765,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-12,10,2443.465093599062,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-13,11,2445.476576770848,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-14,12,2447.488059942634,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-15,13,2449.49954311442,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-16,14,2451.511026286206,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-17,15,2453.5225094579914,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-18,16,2455.5339926297775,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-19,17,2457.5454758015635,smoke_test,2026-06-27T18:53:50
v3_3c_fit_20260627_185350,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-20,18,2459.556958973349,smoke_test,2026-06-27T18:53:50
