run_id,model_a,model_b,model_a_origin,model_b_origin,paired_entity_count,median_delta_mase,bootstrap_ci_low,bootstrap_ci_high,sign_test_p_value,bh_adjusted_p_value,practical_threshold,practically_meaningful,statistically_supported,comparison_status,created_timestamp
tournament_engine,ARIMA_Fixed,ETS_Current,baseline,baseline,39,3.4917490250170395,0.6140442369948076,4.764950425683111,0.009475304279476404,0.019449308784188407,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,ARIMA_Fixed,LinearRegression,baseline,baseline,39,1.705991236700136,-1.4375163576493204,4.538827209637516,0.7492586247608415,0.8005777086485704,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,ARIMA_Fixed,FixedGrowth_1_5,baseline,baseline,39,3.4709885792659385,0.5880940179412883,6.176905682887448,0.009475304279476404,0.019449308784188407,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,ARIMA_Fixed,FixedGrowth_3,baseline,baseline,39,2.7114576235508183,-1.1991292205000494,5.381384548833138,0.3367836351899314,0.41045505538772886,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,ARIMA_Fixed,FixedGrowth_4,baseline,baseline,39,-0.12771059449634414,-3.2136166769955974,2.8162645370209343,1.0,1.0,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,ARIMA_Fixed,FixedGrowth_6,baseline,baseline,39,-5.788262263210186,-13.461968805475422,-2.2368058354857254,0.009475304279476404,0.019449308784188407,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,ARIMA_Fixed,AutoARIMA,baseline,challenger,39,1.1310858884806336,-0.08945333382328524,3.3371202117025778,0.10812902140605729,0.16219353210908594,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,ARIMA_Fixed,Theta,baseline,challenger,39,1.219324435497097,-1.0642000316545648,5.701430861147946,0.7492586247608415,0.8005777086485704,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,ARIMA_Fixed,ETS Explicit,baseline,challenger,39,2.4811018688339104,0.9699555001693199,4.546041543384657,0.0033778479119064286,0.007984004155415196,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,ARIMA_Fixed,LightGBM,baseline,challenger,39,-4.164279771135092,-7.740297315890913,-0.7580632215014069,0.023702702470473014,0.04299559983016035,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,ARIMA_Fixed,XGBoost,baseline,challenger,39,-1.5279728885785975,-4.7009129123330915,1.4221794507123722,0.5223973804968409,0.5905361692572985,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,ARIMA_Fixed,FastNeuralAR_MLP,baseline,challenger,39,-730.2829139760155,-1129.0883208628495,-479.23180818175274,3.637978807091713e-12,2.5796576995741237e-11,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,ETS_Current,LinearRegression,baseline,baseline,39,-0.8867145572452326,-2.0513116734604715,0.39936418584328415,0.19959086691960692,0.27800156463802395,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,ETS_Current,FixedGrowth_1_5,baseline,baseline,39,1.0153514351118078,-0.9801995056298356,3.339117646983299,0.19959086691960692,0.27800156463802395,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,ETS_Current,FixedGrowth_3,baseline,baseline,39,-0.47504077475906503,-4.215620626679691,1.4825265103459628,0.7492586247608415,0.8005777086485704,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,ETS_Current,FixedGrowth_4,baseline,baseline,39,-3.577904727456488,-7.356790827818855,-0.01039617771756518,0.05325191409792751,0.08144410391447737,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,ETS_Current,FixedGrowth_6,baseline,baseline,39,-10.364527054375294,-18.792440195572123,-2.507281401347079,0.0010650196345523,0.0028645355687958412,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,ETS_Current,AutoARIMA,baseline,challenger,39,-0.6281149773890906,-2.3251474187383767,1.07322202754116,0.3367836351899314,0.41045505538772886,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,ETS_Current,Theta,baseline,challenger,39,-0.2894896323719145,-4.459194415463136,1.9375343129108025,1.0,1.0,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,ETS_Current,ETS Explicit,baseline,challenger,39,0.5297422134742611,-0.6204653408256906,2.317195038024125,0.5223973804968409,0.5905361692572985,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,ETS_Current,LightGBM,baseline,challenger,39,-5.1075098660840705,-9.325005529353065,-2.132719523397654,1.429926123819314e-05,5.870223034626657e-05,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,ETS_Current,XGBoost,baseline,challenger,39,-3.139126349279257,-9.233615408467319,0.2314301885239476,0.19959086691960692,0.27800156463802395,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,ETS_Current,FastNeuralAR_MLP,baseline,challenger,39,-730.8969582130103,-1155.922902107627,-483.9967586074359,3.637978807091713e-12,2.5796576995741237e-11,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,LinearRegression,FixedGrowth_1_5,baseline,baseline,39,1.2888689819422319,0.13789175870698145,3.0427303252709668,0.05325191409792751,0.08144410391447737,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,LinearRegression,FixedGrowth_3,baseline,baseline,39,-0.9600138551455832,-2.708307231727794,1.108932869120446,0.3367836351899314,0.41045505538772886,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,LinearRegression,FixedGrowth_4,baseline,baseline,39,-2.982386364279183,-7.868371258591782,-1.1494049058831735,0.023702702470473014,0.04299559983016035,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,LinearRegression,FixedGrowth_6,baseline,baseline,39,-9.746615634921213,-20.068447536438995,-3.1042249470598318,0.0010650196345523,0.0028645355687958412,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,LinearRegression,AutoARIMA,baseline,challenger,39,0.8483022901602091,-0.69323655313333,3.1098541881297903,0.7492586247608415,0.8005777086485704,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,LinearRegression,Theta,baseline,challenger,39,-0.16777905010234306,-1.6283179077039893,2.414514408296885,1.0,1.0,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,LinearRegression,ETS Explicit,baseline,challenger,39,1.562823977588863,0.2288368719276157,3.4191676961986213,0.023702702470473014,0.04299559983016035,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,LinearRegression,LightGBM,baseline,challenger,39,-4.67201767921317,-8.632155681345594,-1.949189331327922,0.0033778479119064286,0.007984004155415196,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,LinearRegression,XGBoost,baseline,challenger,39,-2.869578436182705,-6.317599962129089,-0.06981662193972404,0.05325191409792751,0.08144410391447737,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,LinearRegression,FastNeuralAR_MLP,baseline,challenger,39,-733.9574192677353,-1162.013251382822,-417.4891312120257,3.637978807091713e-12,2.5796576995741237e-11,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,FixedGrowth_1_5,FixedGrowth_3,baseline,baseline,39,-2.299865569210919,-5.490421066168862,-0.369995795043234,0.05325191409792751,0.08144410391447737,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,FixedGrowth_1_5,FixedGrowth_4,baseline,baseline,39,-6.16616453924415,-10.841521790123789,-3.2572220997501926,0.0002940768754342571,0.0009557498451613355,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,FixedGrowth_1_5,FixedGrowth_6,baseline,baseline,39,-16.388961991331207,-21.4286553469401,-6.380541987928287,2.4299079086631536e-06,1.114898922798388e-05,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,FixedGrowth_1_5,AutoARIMA,baseline,challenger,39,-1.0055475109788805,-2.898604124999176,0.352084528240745,0.3367836351899314,0.41045505538772886,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,FixedGrowth_1_5,Theta,baseline,challenger,39,-0.7375041975511212,-2.4765846340263593,0.48135364426132377,0.3367836351899314,0.41045505538772886,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,FixedGrowth_1_5,ETS Explicit,baseline,challenger,39,-0.0011228486873200438,-0.48351447667626246,0.359734164804145,1.0,1.0,0.02,False,False,inconclusive,2026-06-13T18:07:40
tournament_engine,FixedGrowth_1_5,LightGBM,baseline,challenger,39,-9.132104748882073,-12.664123176336364,-5.73245959677463,3.353161446284503e-07,1.868189948644223e-06,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,FixedGrowth_1_5,XGBoost,baseline,challenger,39,-4.76206651160593,-8.559968523789085,-2.443624207475491,7.025478407740593e-05,0.00023825535469728968,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,FixedGrowth_1_5,FastNeuralAR_MLP,baseline,challenger,39,-736.4598196589029,-1162.9245598135396,-517.6851302202251,3.637978807091713e-12,2.5796576995741237e-11,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,FixedGrowth_3,FixedGrowth_4,baseline,baseline,39,-3.6768323420018874,-5.63984640396718,-1.3795485480947427,1.429926123819314e-05,5.870223034626657e-05,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,FixedGrowth_3,FixedGrowth_6,baseline,baseline,39,-11.03049702600569,-17.26330966330986,-7.696212346901882,2.4299079086631536e-06,1.114898922798388e-05,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,FixedGrowth_3,AutoARIMA,baseline,challenger,39,0.2522412122988804,-1.9072209585814477,4.384033289820131,1.0,1.0,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,FixedGrowth_3,Theta,baseline,challenger,39,0.030257039669030483,-0.8503729692294972,3.4282968064132184,0.5223973804968409,0.5905361692572985,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,FixedGrowth_3,ETS Explicit,baseline,challenger,39,1.4670603236420519,-0.1939995376401613,5.677994548205665,0.3367836351899314,0.41045505538772886,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,FixedGrowth_3,LightGBM,baseline,challenger,39,-5.845328368453006,-10.45175493944173,-1.7854129457422179,0.0033778479119064286,0.007984004155415196,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,FixedGrowth_3,XGBoost,baseline,challenger,39,-2.965342090129516,-6.909357437411735,0.7064709632830126,0.5223973804968409,0.5905361692572985,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,FixedGrowth_3,FastNeuralAR_MLP,baseline,challenger,39,-735.6642985248486,-1164.913273958355,-514.8318325133262,3.637978807091713e-12,2.5796576995741237e-11,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,FixedGrowth_4,FixedGrowth_6,baseline,baseline,39,-7.531126547742778,-10.782965885546616,-5.368505698198842,2.841261448338628e-09,1.7047568690031767e-08,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,FixedGrowth_4,AutoARIMA,baseline,challenger,39,3.915381240794993,-0.7740179270741763,10.828510190234345,0.19959086691960692,0.27800156463802395,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,FixedGrowth_4,Theta,baseline,challenger,39,3.449136489197624,0.2296161562708523,8.70773655693098,0.023702702470473014,0.04299559983016035,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,FixedGrowth_4,ETS Explicit,baseline,challenger,39,4.6651621680184405,1.2792308357259117,9.14381127426406,0.009475304279476404,0.019449308784188407,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,FixedGrowth_4,LightGBM,baseline,challenger,39,-2.490041991682265,-6.387589702286071,1.3168433303520821,0.3367836351899314,0.41045505538772886,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,FixedGrowth_4,XGBoost,baseline,challenger,39,1.056268280319919,-3.1336669428237727,6.177571907799445,0.5223973804968409,0.5905361692572985,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,FixedGrowth_4,FastNeuralAR_MLP,baseline,challenger,39,-732.4735866198845,-1159.0308650185427,-511.518965680981,3.637978807091713e-12,2.5796576995741237e-11,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,FixedGrowth_6,AutoARIMA,baseline,challenger,39,9.717266644365692,2.121603108453933,18.530051221940923,0.05325191409792751,0.08144410391447737,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,FixedGrowth_6,Theta,baseline,challenger,39,12.960982271328604,3.5847952261330924,18.703547766565045,0.0010650196345523,0.0028645355687958412,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,FixedGrowth_6,ETS Explicit,baseline,challenger,39,9.874655997175203,4.177116587937441,19.984580472285657,7.025478407740593e-05,0.00023825535469728968,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,FixedGrowth_6,LightGBM,baseline,challenger,39,5.189481878376327,0.4878073481378067,12.076440488269547,0.05325191409792751,0.08144410391447737,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,FixedGrowth_6,XGBoost,baseline,challenger,39,8.821529853060733,3.6664861739069963,15.17747302710642,0.0033778479119064286,0.007984004155415196,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,FixedGrowth_6,FastNeuralAR_MLP,baseline,challenger,39,-725.0884549135299,-1146.5355978222085,-504.89323201629077,3.637978807091713e-12,2.5796576995741237e-11,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,AutoARIMA,Theta,challenger,challenger,39,-1.019721283302374,-2.7746579435161607,1.9385120360019705,0.3367836351899314,0.41045505538772886,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,AutoARIMA,ETS Explicit,challenger,challenger,39,0.7497809272234477,0.14472737175757722,1.4744137292101058,0.023702702470473014,0.04299559983016035,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,AutoARIMA,LightGBM,challenger,challenger,39,-7.052125877318796,-11.551564641195625,-1.3578672335946926,0.009475304279476404,0.019449308784188407,0.02,True,True,supported_difference,2026-06-13T18:07:40
