run_id,job_id,entity_key,window_id,model_name,status,message,created_timestamp
run_20260611_094911,job_000001,APC-Dedicated,1,ARIMA_Fixed,blocked_by_config,Training disabled by execution.yaml. No baseline jobs executed.,2026-06-11T10:05:33
run_20260611_094911,job_000004,APC-Dedicated,1,ETS_Current,blocked_by_config,Training disabled by execution.yaml. No baseline jobs executed.,2026-06-11T10:05:33
run_20260611_094911,job_000005,APC-Dedicated,1,FixedGrowth_1_5,blocked_by_config,Training disabled by execution.yaml. No baseline jobs executed.,2026-06-11T10:05:33
run_20260611_094911,job_000006,APC-Dedicated,1,FixedGrowth_3,blocked_by_config,Training disabled by execution.yaml. No baseline jobs executed.,2026-06-11T10:05:33
run_20260611_094911,job_000007,APC-Dedicated,1,FixedGrowth_4,blocked_by_config,Training disabled by execution.yaml. No baseline jobs executed.,2026-06-11T10:05:33
run_20260611_094911,job_000008,APC-Dedicated,1,FixedGrowth_6,blocked_by_config,Training disabled by execution.yaml. No baseline jobs executed.,2026-06-11T10:05:33
run_20260611_094911,job_000010,APC-Dedicated,1,LinearRegression,blocked_by_config,Training disabled by execution.yaml. No baseline jobs executed.,2026-06-11T10:05:33
run_20260611_094911,job_000015,APC-Dedicated,2,ARIMA_Fixed,blocked_by_config,Training disabled by execution.yaml. No baseline jobs executed.,2026-06-11T10:05:33
run_20260611_094911,job_000018,APC-Dedicated,2,ETS_Current,blocked_by_config,Training disabled by execution.yaml. No baseline jobs executed.,2026-06-11T10:05:33
run_20260611_094911,job_000019,APC-Dedicated,2,FixedGrowth_1_5,blocked_by_config,Training disabled by execution.yaml. No baseline jobs executed.,2026-06-11T10:05:33
run_20260611_094911,job_000020,APC-Dedicated,2,FixedGrowth_3,blocked_by_config,Training disabled by execution.yaml. No baseline jobs executed.,2026-06-11T10:05:33
run_20260611_094911,job_000021,APC-Dedicated,2,FixedGrowth_4,blocked_by_config,Training disabled by execution.yaml. No baseline jobs executed.,2026-06-11T10:05:33
run_20260611_094911,job_000022,APC-Dedicated,2,FixedGrowth_6,blocked_by_config,Training disabled by execution.yaml. No baseline jobs executed.,2026-06-11T10:05:33
run_20260611_094911,job_000024,APC-Dedicated,2,LinearRegression,blocked_by_config,Training disabled by execution.yaml. No baseline jobs executed.,2026-06-11T10:05:33
run_20260611_094911,job_000029,APC-Dedicated,3,ARIMA_Fixed,blocked_by_config,Training disabled by execution.yaml. No baseline jobs executed.,2026-06-11T10:05:33
run_20260611_094911,job_000032,APC-Dedicated,3,ETS_Current,blocked_by_config,Training disabled by execution.yaml. No baseline jobs executed.,2026-06-11T10:05:33
run_20260611_094911,job_000033,APC-Dedicated,3,FixedGrowth_1_5,blocked_by_config,Training disabled by execution.yaml. No baseline jobs executed.,2026-06-11T10:05:33
run_20260611_094911,job_000034,APC-Dedicated,3,FixedGrowth_3,blocked_by_config,Training disabled by execution.yaml. No baseline jobs executed.,2026-06-11T10:05:33
run_20260611_094911,job_000035,APC-Dedicated,3,FixedGrowth_4,blocked_by_config,Training disabled by execution.yaml. No baseline jobs executed.,2026-06-11T10:05:33
run_20260611_094911,job_000036,APC-Dedicated,3,FixedGrowth_6,blocked_by_config,Training disabled by execution.yaml. No baseline jobs executed.,2026-06-11T10:05:33
run_20260611_094911,job_000038,APC-Dedicated,3,LinearRegression,blocked_by_config,Training disabled by execution.yaml. No baseline jobs executed.,2026-06-11T10:05:33
run_20260611_094911,job_000043,APC-Dedicated,4,ARIMA_Fixed,blocked_by_config,Training disabled by execution.yaml. No baseline jobs executed.,2026-06-11T10:05:33
run_20260611_094911,job_000046,APC-Dedicated,4,ETS_Current,blocked_by_config,Training disabled by execution.yaml. No baseline jobs executed.,2026-06-11T10:05:33
run_20260611_094911,job_000047,APC-Dedicated,4,FixedGrowth_1_5,blocked_by_config,Training disabled by execution.yaml. No baseline jobs executed.,2026-06-11T10:05:33
run_20260611_094911,job_000048,APC-Dedicated,4,FixedGrowth_3,blocked_by_config,Training disabled by execution.yaml. No baseline jobs executed.,2026-06-11T10:05:33
