run_id,model_name,entity_key,window_id,execution_mode,official_status,attempted,forecast_rows,error_message,runtime_seconds,created_timestamp
challenger_official_execution,AutoARIMA,APC-Dedicated,1,official,official_passed,True,30,,0.0,2026-06-13T16:11:28
challenger_official_execution,AutoARIMA,APC-Dedicated,2,official,official_passed,True,30,,0.0,2026-06-13T16:11:28
challenger_official_execution,AutoARIMA,APC-Dedicated,3,official,official_passed,True,30,,0.0,2026-06-13T16:11:28
challenger_official_execution,AutoARIMA,APC-Dedicated,4,official,official_passed,True,30,,0.0,2026-06-13T16:11:28
challenger_official_execution,AutoARIMA,APC-Dedicated,5,official,official_passed,True,30,,0.0,2026-06-13T16:11:28
challenger_official_execution,AutoARIMA,APC-Dedicated,6,official,official_passed,True,30,,0.0,2026-06-13T16:11:28
challenger_official_execution,AutoARIMA,APC-Dedicated,7,official,official_passed,True,30,,0.0,2026-06-13T16:11:28
challenger_official_execution,AutoARIMA,APC-Dedicated,8,official,official_passed,True,30,,0.0,2026-06-13T16:11:28
challenger_official_execution,AutoARIMA,APC-Dedicated,9,official,official_passed,True,30,,0.0,2026-06-13T16:11:28
challenger_official_execution,AutoARIMA,APC-Dedicated,10,official,official_passed,True,30,,0.0,2026-06-13T16:11:28
challenger_official_execution,AutoARIMA,APC-Dedicated,11,official,official_passed,True,30,,0.0,2026-06-13T16:11:28
challenger_official_execution,AutoARIMA,APC-Dedicated,12,official,official_passed,True,30,,0.0,2026-06-13T16:11:28
challenger_official_execution,AutoARIMA,APC-MSIT,1,official,official_passed,True,30,,0.0,2026-06-13T16:11:28
challenger_official_execution,AutoARIMA,APC-MSIT,2,official,official_passed,True,30,,0.0,2026-06-13T16:11:28
challenger_official_execution,AutoARIMA,APC-MSIT,3,official,official_passed,True,30,,0.0,2026-06-13T16:11:28
challenger_official_execution,AutoARIMA,APC-MSIT,4,official,official_passed,True,30,,0.0,2026-06-13T16:11:28
challenger_official_execution,AutoARIMA,APC-MSIT,5,official,official_passed,True,30,,0.0,2026-06-13T16:11:28
challenger_official_execution,AutoARIMA,APC-MSIT,6,official,official_passed,True,30,,0.0,2026-06-13T16:11:28
challenger_official_execution,AutoARIMA,APC-MSIT,7,official,official_passed,True,30,,0.0,2026-06-13T16:11:28
challenger_official_execution,AutoARIMA,APC-MSIT,8,official,official_passed,True,30,,0.0,2026-06-13T16:11:28
challenger_official_execution,AutoARIMA,APC-MSIT,9,official,official_passed,True,30,,0.0,2026-06-13T16:11:28
challenger_official_execution,AutoARIMA,APC-MSIT,10,official,official_passed,True,30,,0.0,2026-06-13T16:11:28
