entity_key,metric_rows,median_rmsse,mean_rmsse,p95_rmsse,pct_high_risk,created_timestamp
APC-Dedicated,84,1.184596551041031,6.91971050474184,46.752198510833736,0.15476190476190477,2026-06-12T12:22:15
APC-MSIT,84,1.2448038978951863,2.2093774653706792,7.5795901305699545,0.09523809523809523,2026-06-12T12:22:15
APC-Multitenant,84,0.9497125928676986,1.2633033343129096,3.1735313212909806,0.011904761904761904,2026-06-12T12:22:15
ARE-Go Local,84,0.963647798496037,1.6949295518278806,6.661207007740809,0.07142857142857142,2026-06-12T12:22:15
AUS-Go Local,84,1.5622848906524163,3.3588194081769376,12.618365046000111,0.16666666666666666,2026-06-12T12:22:15
BRA-Go Local,84,0.7117731444208889,1.6333225186206672,5.6339503276736655,0.07142857142857142,2026-06-12T12:22:15
CAN-Go Local,84,1.3952921017217035,3.0762253305643874,12.498561672352826,0.15476190476190477,2026-06-12T12:22:15
CHE-Go Local,84,0.8572485784041908,1.6133019519895548,5.406112857805589,0.05952380952380952,2026-06-12T12:22:15
DEU-Go Local,84,0.5658592121818644,0.921914823602002,2.0128903329140475,0.011904761904761904,2026-06-12T12:22:15
ESP-Go Local,84,1.3666232307623565,4.916635317349277,19.55185133990905,0.2976190476190476,2026-06-12T12:22:15
EUR-Dedicated,84,1.4381921070676675,2.6793055174379306,8.743115754970368,0.14285714285714285,2026-06-12T12:22:15
EUR-MSIT,84,1.7127702046692113,3.45922442219988,10.566453242714132,0.15476190476190477,2026-06-12T12:22:15
EUR-Multitenant,84,1.0102684822333072,1.9192073843571666,4.557349080659944,0.047619047619047616,2026-06-12T12:22:15
FRA-Go Local,84,1.7682107678035568,2.9828423196252,8.424903818786431,0.11904761904761904,2026-06-12T12:22:15
GBR-Dedicated,84,1.1263176610868841,4.1937267146110875,19.12819585606394,0.25,2026-06-12T12:22:15
GBR-Go Local,84,1.0009736435721155,2.051303747598727,4.446999948787494,0.047619047619047616,2026-06-12T12:22:15
IND-Go Local,84,0.6132462514929324,1.3776685175619032,5.164503353720188,0.05952380952380952,2026-06-12T12:22:15
ISR-Go Local,84,0.5257616945804411,0.8839132981317659,2.4891941481236017,0.03571428571428571,2026-06-12T12:22:15
ITA-Go Local,84,1.109864640909932,2.7740767606337213,8.838487348926662,0.10714285714285714,2026-06-12T12:22:15
JPN-Go Local,84,0.8592771344478685,1.5758723207063894,5.014076947322657,0.05952380952380952,2026-06-12T12:22:15
KOR-Go Local,84,1.0012840343378706,70711.13640917341,532050.5906379163,0.20238095238095238,2026-06-12T12:22:15
LAM-Multitenant,84,0.8400361650359129,1.2033905656309802,3.286713659292613,0.023809523809523808,2026-06-12T12:22:15
MEX-Go Local,84,0.5559701653713559,0.7576541916920768,1.1378568760977097,0.011904761904761904,2026-06-12T12:22:15
NAM-Dedicated,84,1.679098194862194,3.7036610521754807,12.729519611427298,0.13095238095238096,2026-06-12T12:22:15
NAM-GCC Low,84,0.8285803121576085,1.3454617733836742,3.6870156235085165,0.023809523809523808,2026-06-12T12:22:15
NAM-ITAR DoD,84,1.047896279228215,3.0957967334457885,10.068077381365983,0.10714285714285714,2026-06-12T12:22:15
NAM-ITAR GCCH,84,1.0,1.8226994932354008,3.10851635152527,0.023809523809523808,2026-06-12T12:22:15
NAM-MSIT,84,0.9777002874947318,1.194277878578895,2.639429831928603,0.023809523809523808,2026-06-12T12:22:15
NAM-Multitenant,84,0.9718250443763523,1.533572460362174,3.786914661115485,0.03571428571428571,2026-06-12T12:22:15
NAM-SDF,84,1.0283342457701294,1.7054913260736193,3.6318395213587173,0.047619047619047616,2026-06-12T12:22:15
NAM-TDF,84,1.0177628149551459,1.8843421416427164,4.237742160636627,0.03571428571428571,2026-06-12T12:22:15
NOR-Go Local,84,1.693852798721407,3.468267932994293,13.010654171630259,0.20238095238095238,2026-06-12T12:22:15
NZL-Go Local,49,0.6956688966451409,1945.9229045656512,11729.460829274973,0.12244897959183673,2026-06-12T12:22:15
POL-Go Local,84,1.2408043369606416,3.4749734970226145,16.056494354500263,0.16666666666666666,2026-06-12T12:22:15
QAT-Go Local,84,0.6767456116975087,0.9718200054249758,2.2204354419137577,0.011904761904761904,2026-06-12T12:22:15
SGP-Go Local,70,0.6566264376526867,28453.11368382719,135412.53041920517,0.3142857142857143,2026-06-12T12:22:15
SWE-Go Local,84,0.9477290326086723,2.6734661794954397,7.7266388506432735,0.16666666666666666,2026-06-12T12:22:15
TWN-Go Local,49,0.9105432646432631,23858.038729182725,98076.18628799732,0.20408163265306123,2026-06-12T12:22:15
ZAF-Go Local,70,0.9542938551879927,1.9131452818691026,5.782073569913653,0.07142857142857142,2026-06-12T12:22:15
