run_id,entity_key,window_id,model_name,forecast_rows,rmsse,rmse_model,rmse_naive,denominator_floored,risk_status,created_timestamp
rmsse_20260612_144136,APC-Dedicated,1,ARIMA_Fixed,30,7.772558031282258,203.3288432071738,26.159835975342364,False,high_risk,2026-06-12T14:41:36
rmsse_20260612_144136,APC-Dedicated,1,ETS_Current,30,7.9599127055208605,208.23001075446936,26.159835975342364,False,high_risk,2026-06-12T14:41:36
rmsse_20260612_144136,APC-Dedicated,1,FixedGrowth_1_5,30,7.465427750186846,195.29436543065708,26.159835975342364,False,high_risk,2026-06-12T14:41:36
rmsse_20260612_144136,APC-Dedicated,1,FixedGrowth_3,30,8.25894041417935,216.0525265650579,26.159835975342364,False,high_risk,2026-06-12T14:41:36
rmsse_20260612_144136,APC-Dedicated,1,FixedGrowth_4,30,8.791013059541402,229.9714596946957,26.159835975342364,False,high_risk,2026-06-12T14:41:36
rmsse_20260612_144136,APC-Dedicated,1,FixedGrowth_6,30,9.860725891625542,257.95497192273575,26.159835975342364,False,high_risk,2026-06-12T14:41:36
rmsse_20260612_144136,APC-Dedicated,1,LinearRegression,30,7.864347977856261,205.7300531537352,26.159835975342364,False,high_risk,2026-06-12T14:41:36
rmsse_20260612_144136,APC-Dedicated,2,ARIMA_Fixed,30,17.17407849188674,449.7285162003738,26.18647145538734,False,high_risk,2026-06-12T14:41:36
rmsse_20260612_144136,APC-Dedicated,2,ETS_Current,30,16.104245370421104,421.71336170308604,26.18647145538734,False,high_risk,2026-06-12T14:41:36
rmsse_20260612_144136,APC-Dedicated,2,FixedGrowth_1_5,30,20.924482358348126,547.9383599956392,26.18647145538734,False,high_risk,2026-06-12T14:41:36
rmsse_20260612_144136,APC-Dedicated,2,FixedGrowth_3,30,21.64444077727085,566.791530581825,26.18647145538734,False,high_risk,2026-06-12T14:41:36
rmsse_20260612_144136,APC-Dedicated,2,FixedGrowth_4,30,22.125197554298495,579.3808542004433,26.18647145538734,False,high_risk,2026-06-12T14:41:36
rmsse_20260612_144136,APC-Dedicated,2,FixedGrowth_6,30,23.08841745528218,604.6041846428136,26.18647145538734,False,high_risk,2026-06-12T14:41:36
rmsse_20260612_144136,APC-Dedicated,2,LinearRegression,30,21.260161867700482,556.7286218854531,26.18647145538734,False,high_risk,2026-06-12T14:41:36
rmsse_20260612_144136,APC-Dedicated,3,ARIMA_Fixed,30,9.156871632295667,243.2453516024187,26.564241737812377,False,high_risk,2026-06-12T14:41:36
rmsse_20260612_144136,APC-Dedicated,3,ETS_Current,30,10.913174869507195,289.9002153606082,26.564241737812377,False,high_risk,2026-06-12T14:41:36
rmsse_20260612_144136,APC-Dedicated,3,FixedGrowth_1_5,30,1.8400236293773164,48.87883249406592,26.564241737812377,False,acceptable,2026-06-12T14:41:36
rmsse_20260612_144136,APC-Dedicated,3,FixedGrowth_3,30,2.260158440334533,60.03939517480353,26.564241737812377,False,warning,2026-06-12T14:41:36
rmsse_20260612_144136,APC-Dedicated,3,FixedGrowth_4,30,2.544013786998505,67.57979722215582,26.564241737812377,False,warning,2026-06-12T14:41:36
rmsse_20260612_144136,APC-Dedicated,3,FixedGrowth_6,30,3.1170555464640306,82.80221704645938,26.564241737812377,False,warning,2026-06-12T14:41:36
rmsse_20260612_144136,APC-Dedicated,3,LinearRegression,30,33.49333858369692,889.7251427437234,26.564241737812377,False,high_risk,2026-06-12T14:41:36
rmsse_20260612_144136,APC-Dedicated,4,ARIMA_Fixed,30,0.3152965486634283,8.31984236710273,26.3873562916287,False,beats_naive,2026-06-12T14:41:36
rmsse_20260612_144136,APC-Dedicated,4,ETS_Current,30,0.11804624547031083,3.114928338114152,26.3873562916287,False,beats_naive,2026-06-12T14:41:36
rmsse_20260612_144136,APC-Dedicated,4,FixedGrowth_1_5,30,0.24225874030921382,6.392567695300376,26.3873562916287,False,beats_naive,2026-06-12T14:41:36
