run_id,entity_key,resource,scenario,granularity,forecast_date,value,model_name,model_group,forecast_version,value_type
baseline_HDD_Enterprise_20260529,NAM-TDF,HDD,Enterprise,Region,2026-06-05,5433.395928241627,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,EUR-Dedicated,HDD,Enterprise,Region,2026-06-05,3643.6078757060936,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,APC-Dedicated,HDD,Enterprise,Region,2026-06-05,2062.1854764073687,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,che-Go-Local,HDD,Enterprise,Region,2026-06-05,872.124401903121,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,deu-Go-Local,HDD,Enterprise,Region,2026-06-05,1247.8817685384386,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,MEA-Dedicated,HDD,Enterprise,Region,2026-06-05,649.6727651795566,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,APJ-Dedicated,HDD,Enterprise,Region,2026-06-05,1835.1009331622743,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,nam-TDF,HDD,Enterprise,Region,2026-06-05,3042.6123848667926,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,APJ-Local,HDD,Enterprise,Region,2026-06-05,946.1677726758462,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,APC-Local,HDD,Enterprise,Region,2026-06-05,790.2130851483304,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,EUR-Gallatin,HDD,Enterprise,Region,2026-06-05,468.46437994276215,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,NAM-Dedicated,HDD,Enterprise,Region,2026-06-05,1045.5068023368763,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,NAM-TDF,HDD,Enterprise,Region,2026-06-12,5434.963253990158,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,EUR-Dedicated,HDD,Enterprise,Region,2026-06-12,3644.65891643947,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,APC-Dedicated,HDD,Enterprise,Region,2026-06-12,2062.7803376024863,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,che-Go-Local,HDD,Enterprise,Region,2026-06-12,872.3759762498238,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,deu-Go-Local,HDD,Enterprise,Region,2026-06-12,1248.241734433209,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,MEA-Dedicated,HDD,Enterprise,Region,2026-06-12,649.8601707848968,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,APJ-Dedicated,HDD,Enterprise,Region,2026-06-12,1835.6302892006863,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,nam-TDF,HDD,Enterprise,Region,2026-06-12,3043.490061516273,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,APJ-Local,HDD,Enterprise,Region,2026-06-12,946.4407056871948,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,APC-Local,HDD,Enterprise,Region,2026-06-12,790.4410312305846,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,EUR-Gallatin,HDD,Enterprise,Region,2026-06-12,468.59951389851483,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,NAM-Dedicated,HDD,Enterprise,Region,2026-06-12,1045.8083908375502,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,NAM-TDF,HDD,Enterprise,Region,2026-06-19,5436.531031851885,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,EUR-Dedicated,HDD,Enterprise,Region,2026-06-19,3645.710260357673,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,APC-Dedicated,HDD,Enterprise,Region,2026-06-19,2063.375370392179,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,che-Go-Local,HDD,Enterprise,Region,2026-06-19,872.6276231660496,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,deu-Go-Local,HDD,Enterprise,Region,2026-06-19,1248.6018041642953,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,MEA-Dedicated,HDD,Enterprise,Region,2026-06-19,650.0476304495462,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,APJ-Dedicated,HDD,Enterprise,Region,2026-06-19,1836.1597979379555,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,nam-TDF,HDD,Enterprise,Region,2026-06-19,3044.36799134171,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,APJ-Local,HDD,Enterprise,Region,2026-06-19,946.7137174292199,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,APC-Local,HDD,Enterprise,Region,2026-06-19,790.6690430665165,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,EUR-Gallatin,HDD,Enterprise,Region,2026-06-19,468.7346868352162,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,NAM-Dedicated,HDD,Enterprise,Region,2026-06-19,1046.110066334907,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,NAM-TDF,HDD,Enterprise,Region,2026-06-26,5438.099261957226,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,EUR-Dedicated,HDD,Enterprise,Region,2026-06-26,3646.761907548161,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,APC-Dedicated,HDD,Enterprise,Region,2026-06-26,2063.9705748259457,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,che-Go-Local,HDD,Enterprise,Region,2026-06-26,872.879342672732,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,deu-Go-Local,HDD,Enterprise,Region,2026-06-26,1248.9619777616506,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,MEA-Dedicated,HDD,Enterprise,Region,2026-06-26,650.235144189099,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
baseline_HDD_Enterprise_20260529,APJ-Dedicated,HDD,Enterprise,Region,2026-06-26,1836.68945941813,FixedGrowth1.5%,baseline,2026-05-29,Forecast-Mean
