run_id,job_id,entity_key,window_id,model_name,model_family,forecast_date,horizon_day,forecast_value,created_timestamp
baseline_20260628_171417,job_000001,APC-Dedicated,1,ARIMA_Fixed,BaselineProduction,2025-05-03,1,2428.601522,2026-06-28T17:14:17
baseline_20260628_171417,job_000001,APC-Dedicated,1,ARIMA_Fixed,BaselineProduction,2025-05-04,2,2430.2857839999997,2026-06-28T17:14:17
baseline_20260628_171417,job_000001,APC-Dedicated,1,ARIMA_Fixed,BaselineProduction,2025-05-05,3,2431.9700459999995,2026-06-28T17:14:17
baseline_20260628_171417,job_000001,APC-Dedicated,1,ARIMA_Fixed,BaselineProduction,2025-05-06,4,2433.654307999999,2026-06-28T17:14:17
baseline_20260628_171417,job_000001,APC-Dedicated,1,ARIMA_Fixed,BaselineProduction,2025-05-07,5,2435.338569999999,2026-06-28T17:14:17
baseline_20260628_171417,job_000001,APC-Dedicated,1,ARIMA_Fixed,BaselineProduction,2025-05-08,6,2437.0228319999987,2026-06-28T17:14:17
baseline_20260628_171417,job_000001,APC-Dedicated,1,ARIMA_Fixed,BaselineProduction,2025-05-09,7,2438.7070939999985,2026-06-28T17:14:17
baseline_20260628_171417,job_000001,APC-Dedicated,1,ARIMA_Fixed,BaselineProduction,2025-05-10,8,2440.3913559999983,2026-06-28T17:14:17
baseline_20260628_171417,job_000001,APC-Dedicated,1,ARIMA_Fixed,BaselineProduction,2025-05-11,9,2442.075617999998,2026-06-28T17:14:17
baseline_20260628_171417,job_000001,APC-Dedicated,1,ARIMA_Fixed,BaselineProduction,2025-05-12,10,2443.759879999998,2026-06-28T17:14:17
baseline_20260628_171417,job_000001,APC-Dedicated,1,ARIMA_Fixed,BaselineProduction,2025-05-13,11,2445.4441419999976,2026-06-28T17:14:17
baseline_20260628_171417,job_000001,APC-Dedicated,1,ARIMA_Fixed,BaselineProduction,2025-05-14,12,2447.1284039999973,2026-06-28T17:14:17
baseline_20260628_171417,job_000001,APC-Dedicated,1,ARIMA_Fixed,BaselineProduction,2025-05-15,13,2448.812665999997,2026-06-28T17:14:17
baseline_20260628_171417,job_000001,APC-Dedicated,1,ARIMA_Fixed,BaselineProduction,2025-05-16,14,2450.496927999997,2026-06-28T17:14:17
baseline_20260628_171417,job_000001,APC-Dedicated,1,ARIMA_Fixed,BaselineProduction,2025-05-17,15,2452.1811899999966,2026-06-28T17:14:17
baseline_20260628_171417,job_000001,APC-Dedicated,1,ARIMA_Fixed,BaselineProduction,2025-05-18,16,2453.8654519999964,2026-06-28T17:14:17
baseline_20260628_171417,job_000001,APC-Dedicated,1,ARIMA_Fixed,BaselineProduction,2025-05-19,17,2455.549713999996,2026-06-28T17:14:17
baseline_20260628_171417,job_000001,APC-Dedicated,1,ARIMA_Fixed,BaselineProduction,2025-05-20,18,2457.233975999996,2026-06-28T17:14:17
baseline_20260628_171417,job_000001,APC-Dedicated,1,ARIMA_Fixed,BaselineProduction,2025-05-21,19,2458.9182379999957,2026-06-28T17:14:17
baseline_20260628_171417,job_000001,APC-Dedicated,1,ARIMA_Fixed,BaselineProduction,2025-05-22,20,2460.6024999999954,2026-06-28T17:14:17
baseline_20260628_171417,job_000001,APC-Dedicated,1,ARIMA_Fixed,BaselineProduction,2025-05-23,21,2462.286761999995,2026-06-28T17:14:17
baseline_20260628_171417,job_000001,APC-Dedicated,1,ARIMA_Fixed,BaselineProduction,2025-05-24,22,2463.971023999995,2026-06-28T17:14:17
baseline_20260628_171417,job_000001,APC-Dedicated,1,ARIMA_Fixed,BaselineProduction,2025-05-25,23,2465.6552859999947,2026-06-28T17:14:17
baseline_20260628_171417,job_000001,APC-Dedicated,1,ARIMA_Fixed,BaselineProduction,2025-05-26,24,2467.3395479999945,2026-06-28T17:14:17
baseline_20260628_171417,job_000001,APC-Dedicated,1,ARIMA_Fixed,BaselineProduction,2025-05-27,25,2469.0238099999942,2026-06-28T17:14:17
baseline_20260628_171417,job_000001,APC-Dedicated,1,ARIMA_Fixed,BaselineProduction,2025-05-28,26,2470.708071999994,2026-06-28T17:14:17
baseline_20260628_171417,job_000001,APC-Dedicated,1,ARIMA_Fixed,BaselineProduction,2025-05-29,27,2472.3923339999938,2026-06-28T17:14:17
