run_id,model_name,entity_key,window_id,forecast_date,horizon_day,actual_value,forecast_value,adjusted_forecast_value,error,abs_error,squared_error,execution_mode,created_timestamp
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,1,2025-05-03,1,2427.007518,2421.414728369362,2421.414728369362,-5.592789630637981,5.592789630637981,31.27929585257172,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,1,2025-05-04,2,2427.007518,2422.495968219872,2422.495968219872,-4.511549780128007,4.511549780128007,20.35408141857307,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,1,2025-05-05,3,2427.007518,2423.577208070382,2423.577208070382,-3.4303099296180335,3.4303099296180335,11.767026213236077,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,1,2025-05-06,4,2428.8771770000003,2424.658447920892,2424.658447920892,-4.218729079108471,4.218729079108471,17.797675042915404,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,1,2025-05-07,5,2422.13321,2425.739687771402,2425.739687771402,3.606477771401842,3.606477771401842,13.006681915615596,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,1,2025-05-08,6,2400.190447,2426.820927621912,2426.820927621912,26.63048062191183,26.63048062191183,709.1824981540215,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,1,2025-05-09,7,2255.473239,2427.9021674724218,2427.9021674724218,172.42892847242183,172.42892847242183,29731.735374147564,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,1,2025-05-10,8,2235.911894,2428.983407322932,2428.983407322932,193.07151332293233,193.07151332293233,37276.609256807234,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,1,2025-05-11,9,2233.157972,2430.0646471734417,2430.0646471734417,196.90667517344173,196.90667517344173,38772.238727859294,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,1,2025-05-12,10,2233.157972,2431.145887023952,2431.145887023952,197.98791502395216,197.98791502395216,39199.2144955317,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,1,2025-05-13,11,2234.5702570000003,2432.2271268744616,2432.2271268744616,197.65686987446134,197.65686987446134,39068.23820856974,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,1,2025-05-14,12,2235.965829,2433.308366724972,2433.308366724972,197.34253772497186,197.34253772497186,38944.077195731945,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,1,2025-05-15,13,2238.141524,2434.3896065754816,2434.3896065754816,196.24808257548148,196.24808257548148,38513.309914553,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,1,2025-05-16,14,2240.079121,2435.470846425992,2435.470846425992,195.3917254259918,195.3917254259918,38177.92636494617,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,1,2025-05-17,15,2240.643129,2436.552086276501,2436.552086276501,195.90895727650104,195.90895727650104,38380.31954116591,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,1,2025-05-18,16,2240.828675,2437.6333261270115,2437.6333261270115,196.8046511270113,196.8046511270113,38732.070705224636,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,1,2025-05-19,17,2242.609074,2438.714565977521,2438.714565977521,196.10549197752107,196.10549197752107,38457.36398374558,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,1,2025-05-20,18,2244.5632920000003,2439.7958058280315,2439.7958058280315,195.2325138280312,195.2325138280312,38115.734455612386,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,1,2025-05-21,19,2246.551058,2440.877045678541,2440.877045678541,194.32598767854097,194.32598767854097,37762.58948724045,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,1,2025-05-22,20,2248.2515120000003,2441.9582855290514,2441.9582855290514,193.70677352905113,193.70677352905113,37522.314111035106,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,1,2025-05-23,21,2250.541422,2443.0395253795614,2443.0395253795614,192.4981033795616,192.4981033795616,37055.519804728385,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,1,2025-05-24,22,2251.014411,2444.120765230072,2444.120765230072,193.1063542300717,193.1063542300717,37290.06404402993,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,1,2025-05-25,23,2251.348703,2445.2020050805813,2445.2020050805813,193.85330208058122,193.85330208058122,37579.102727545076,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,1,2025-05-26,24,2251.348703,2446.283244931092,2446.283244931092,194.9345419310921,194.9345419310921,37999.4756378847,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,1,2025-05-27,25,2239.516276,2447.3644847816013,2447.3644847816013,207.84820878160144,207.84820878160144,43200.877893720186,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,1,2025-05-28,26,2201.490081,2448.445724632112,2448.445724632112,246.95564363211224,246.95564363211224,60987.08992175082,official,2026-06-13T16:26:53
