run_id,model_name,entity_key,window_id,mase,rmsse,wmape,mape,smape,rmse,bias,actual_sum,absolute_error_sum,squared_error_mean,mase_denominator,rmsse_denominator,forecast_rows,negative_forecast_rows,execution_mode,created_timestamp
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,1,86.16759296731395,7.154591771867307,0.07384522608521174,0.07513433338093749,0.07176641194256618,187.16294722258286,166.4896383350899,68118.092036,5030.195906891681,35029.968813043335,1.945896260093897,26.159835975342364,30,0,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,2,216.26609573644092,21.49922187486847,0.24874858333487887,0.2995754191764605,0.23757207332317307,562.9887599392823,443.0406176343193,53432.33859200001,13291.218529029578,316956.3438179709,2.0485902615740743,26.18647145538734,30,0,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,3,137.42343420701297,14.473503493514702,0.25962926567515876,0.2600189694767497,0.3165725471350317,384.47764559479646,-332.2459236166005,38390.809613,9967.377708498016,147823.05996211793,2.417680256164384,26.564241737812377,30,0,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,4,2.253230487043766,0.24259949279295737,0.004225052411768526,0.004217617611663097,0.004229896892433658,6.401559252496175,-5.148244978988077,38530.769652,162.79452124548015,40.97996086321938,2.4083128968468475,26.3873562916287,30,0,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,5,1.6552219587520838,0.18697582476021307,0.0030464019875023098,0.003040166514250504,0.003047297147169699,4.9008239804575915,-3.8669463695300617,38845.12493,118.33786579152752,24.018075687428187,2.383121795555556,26.211003410428308,30,0,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,6,2.0068951577346423,0.21183794946894313,0.003616582948747559,0.003610380941437235,0.003619251575517421,5.515848313975584,-4.7302718721115,39238.18648,141.90815616334498,30.424582622787295,2.357009958333334,26.03805563546698,30,0,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,7,2.0299690203926875,0.22056768105632277,0.003583067566026575,0.0035755501691322744,0.0035848449734779773,5.705752003958017,-4.734255790696693,39638.56977400001,142.0276737209008,32.55560593067093,2.332181300865801,25.868486156414875,30,0,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,8,0.8129823466856316,0.08867800558606474,0.001408466791729693,0.0014070233002289457,0.0014081109600604842,2.279221176459306,-1.0891038507090798,39974.23962300001,56.30238903364079,5.194849171220542,2.308471160256411,25.70221512534189,30,0,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,9,84.47974535441831,16.265885577163626,0.16869149884525367,1.0853568225041752,0.22576142076596792,415.4223828515492,191.95956132250544,34372.12980999999,5798.286096152523,172575.75617405912,2.2878407409282717,25.539487590812673,30,0,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,10,17.62169612936546,1.9032137651217467,1.0,1.0,2.0,51.70937477620874,-49.153499,1474.6049699999999,1474.6049699999999,2673.859439746413,2.789373885416668,27.16950440556579,30,30,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,11,10.137113502762976,1.0433323800213583,0.9885461733755673,0.9884881456748196,1.9657730519111192,28.172794701905975,-28.11626934367327,853.261186,843.4880803101981,793.7063613157414,2.773597172016461,27.002703300868745,30,29,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-Dedicated,12,9.540554184752494,1.0016836397122726,0.906814073449024,0.906238929419812,1.760141440461454,26.88273241184703,-26.140189196852877,864.7921320000003,784.2056759055863,722.6813019269708,2.7399025979674803,26.837547650842065,30,24,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-MSIT,1,2.6260638252254815,0.5037439413243984,0.018236984996236966,0.0184069688561503,0.01815185397198709,61.27723336305461,50.03721035760682,82311.64915900002,1501.1163107282046,3754.8993286302534,19.054072439884614,121.64361362232965,30,0,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-MSIT,2,8.172013659537662,1.3045570808014255,0.06064081685302107,0.060785370402863005,0.05890871917819065,157.59384169746076,154.08637462013257,76229.03975400001,4622.591238603977,24835.81894096432,18.855374090117483,120.80256511324632,30,0,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-MSIT,3,7.305161419187031,1.3502963053143746,0.05698772933233951,0.058363422612915404,0.056037500247840114,162.01534606931324,136.7692191433621,71999.299189,4103.076574300863,26248.97236195933,18.722272006767337,119.98503249373329,30,0,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-MSIT,4,5.466988333397096,2.068572488730931,0.045705797329937736,0.061844661097148194,0.05063181032613589,246.54722471336655,101.05744885217827,66749.627101,3050.8449281272256,60785.53401386326,18.60161842971827,119.18713318314663,30,0,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-MSIT,5,7.451406331042691,1.23750477334952,0.06313538663644808,0.06278479345683054,0.06501016975133701,149.62984393089437,-143.01036373690118,67954.140153,4290.310912107036,22389.090194783803,19.192399042999103,120.91253880653358,30,0,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-MSIT,6,1.4973622322726494,0.2965729709899364,0.012605534766511451,0.012702313956427598,0.012577324930445933,35.62612454444095,27.534543724318215,67785.822463,854.4765417339195,1269.2207500560178,19.02181768529097,120.12599943118163,30,0,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-MSIT,7,0.7746319212109657,0.126284683247756,0.006559839931692107,0.006562293964063615,0.006539371066792593,15.071695753249605,14.58553696815546,66703.778385,437.5661090446638,227.15601287852218,18.828990348544117,119.34698148373762,30,0,official,2026-06-13T16:26:53
challenger_metrics_scoring,AutoARIMA,APC-MSIT,8,1.8027135788865356,0.3068433714017916,0.01485817670026703,0.014819695646814767,0.014949889749914505,36.385567292100475,-33.533373624399566,67706.908393,1006.0012087319869,1323.9095071679717,18.601609272345858,118.58026173378182,30,0,official,2026-06-13T16:26:53
