run_id,model_name,model_family,entity_key,window_id,forecast_date,horizon_day,forecast_value,execution_mode,created_timestamp
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-03,1,2421.414728369362,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-04,2,2422.495968219872,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-05,3,2423.577208070382,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-06,4,2424.658447920892,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-07,5,2425.739687771402,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-08,6,2426.820927621912,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-09,7,2427.9021674724218,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-10,8,2428.9834073229317,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-11,9,2430.0646471734417,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-12,10,2431.1458870239517,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-13,11,2432.2271268744616,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-14,12,2433.3083667249716,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-15,13,2434.3896065754816,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-16,14,2435.4708464259916,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-17,15,2436.5520862765015,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-18,16,2437.6333261270115,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-19,17,2438.7145659775215,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-20,18,2439.7958058280315,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-21,19,2440.8770456785414,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-22,20,2441.9582855290514,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-23,21,2443.0395253795614,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-24,22,2444.1207652300714,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-25,23,2445.2020050805813,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-26,24,2446.2832449310913,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-27,25,2447.3644847816013,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-28,26,2448.4457246321113,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-29,27,2449.526964482621,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-30,28,2450.608204333131,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-05-31,29,2451.689444183641,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,1,2025-06-01,30,2452.770684034151,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-03,1,2425.3617450529896,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-04,2,2427.373228224775,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-05,3,2429.384711396561,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-06,4,2431.3961945683473,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-07,5,2433.407677740133,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-08,6,2435.419160911919,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-09,7,2437.4306440837045,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-10,8,2439.4421272554905,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-11,9,2441.4536104272765,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-12,10,2443.465093599062,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-13,11,2445.476576770848,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-14,12,2447.488059942634,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-15,13,2449.49954311442,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-16,14,2451.511026286206,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-17,15,2453.5225094579914,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-18,16,2455.5339926297775,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-19,17,2457.5454758015635,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-20,18,2459.556958973349,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-21,19,2461.568442145135,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-22,20,2463.579925316921,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-23,21,2465.5914084887067,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-24,22,2467.602891660493,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-25,23,2469.614374832279,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-26,24,2471.6258580040644,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-27,25,2473.6373411758505,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-28,26,2475.648824347636,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-29,27,2477.660307519422,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-30,28,2479.671790691208,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-05-31,29,2481.6832738629937,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,1,2025-06-01,30,2483.6947570347797,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-03,1,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-04,2,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-05,3,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-06,4,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-07,5,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-08,6,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-09,7,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-10,8,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-11,9,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-12,10,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-13,11,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-14,12,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-15,13,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-16,14,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-17,15,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-18,16,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-19,17,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-20,18,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-21,19,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-22,20,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-23,21,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-24,22,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-25,23,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-26,24,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-27,25,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-28,26,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-29,27,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-30,28,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-05-31,29,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,1,2025-06-01,30,2406.1651421988663,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-03,1,2423.1472167282727,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-04,2,2423.67522623403,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-05,3,2424.2032357397875,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-06,4,2424.731245245545,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-07,5,2425.2592547513023,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-08,6,2425.7872642570596,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-09,7,2426.315273762817,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-10,8,2426.8432832685744,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-11,9,2427.371292774332,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-12,10,2427.899302280089,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-13,11,2428.4273117858465,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-14,12,2428.955321291604,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-15,13,2429.4833307973613,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-16,14,2430.0113403031187,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-17,15,2430.539349808876,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-18,16,2431.0673593146334,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-19,17,2431.595368820391,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-20,18,2432.123378326148,full,2026-06-30T09:29:44
