"path","git_status","tracked","size_bytes","category","ignored_by_git","onedrive_placeholder","recommended_action","notes"
"V6/config/metric_registry.csv","??","NO","6788","CONFIG","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/data/storage/r6_phase1.duckdb","??","NO","27013120","INTERMEDIATE_RUN_FILE","NO","NO","EXCLUDE","Exceeds the 25 MB staging limit"
"V6/data/storage/ui_metadata/available_keys.csv","??","NO","48052","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/data/storage/ui_metadata/available_model_types.csv","??","NO","8227","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/data/storage/ui_metadata/available_scenarios.csv","??","NO","599","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/data/storage/ui_metadata/available_versions.csv","??","NO","1136","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/data/storage/ui_metadata/scenario_registry.csv","??","NO","5628","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/V6_0F_WORK_RECOVERY_AND_STATUS.md","??","NO","9488","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/metrics_multi/assistant_metric_context.csv","??","NO","637782","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/metrics_multi/metric_assistant_evidence_pack.json","??","NO","20517","SMALL_METADATA","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/metrics_multi/metric_availability_status.csv","??","NO","4888","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/metrics_multi/metric_computability_status.csv","??","NO","4517","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/metrics_multi/metric_data_quality_checks.csv","??","NO","9707","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/metrics_multi/metric_filter_options.csv","??","NO","384401","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/metrics_multi/metric_registry_resolved.csv","??","NO","6096","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/metrics_multi/metric_source_lineage.csv","??","NO","4259","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/metrics_multi/official_metric_rankings.csv","??","NO","322044","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/metrics_multi/official_metrics_normalized.csv","??","NO","16090429","INTERMEDIATE_RUN_FILE","NO","NO","EXCLUDE","Intermediate or binary run file above the 5 MB evidence threshold"
"V6/outputs/v6_0c_multi_metric_scope_diagnosis/hdd_baseline_freeze.csv","??","NO","4683","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0c_multi_metric_scope_diagnosis/metric_unit_contract.csv","??","NO","1944","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0c_multi_metric_scope_diagnosis/v6_0c_closure_summary.md","??","NO","3189","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0c_multi_metric_scope_diagnosis/v6_0c_computability_matrix.csv","??","NO","2940","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0c_multi_metric_scope_diagnosis/v6_0c_current_pipeline_defect_report.md","??","NO","6452","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0c_multi_metric_scope_diagnosis/v6_0c_metric_coverage_matrix.csv","??","NO","2293","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0c_multi_metric_scope_diagnosis/v6_0c_open_questions.csv","??","NO","3588","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0c_multi_metric_scope_diagnosis/v6_0c_source_inventory.csv","??","NO","5037","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0c_multi_metric_scope_diagnosis/v6_0c_stage_map_update.md","??","NO","2811","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0c_multi_metric_scope_diagnosis/v6_0c_validation.csv","??","NO","3213","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/boon_preliminary_response_draft.md","??","NO","2396","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/canonical_metric_columns.csv","??","NO","9650","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/canonical_metric_contract.md","??","NO","6451","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/computability_and_availability_contract.md","??","NO","4481","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/computability_and_availability_values.csv","??","NO","4612","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/llm_assistant_grounding_contract.md","??","NO","6590","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/metric_lineage_contract.md","??","NO","3483","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/metric_unit_contract_v6_0d.csv","??","NO","2184","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/official_artifact_contracts.csv","??","NO","3090","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/official_artifact_contracts.md","??","NO","6273","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/shiny_filter_contract.csv","??","NO","1689","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/v6_0d_closure_summary.md","??","NO","5046","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/v6_0d_marker_update_plan.md","??","NO","2252","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/v6_0d_required_tests_for_v6_0e.csv","??","NO","7324","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/v6_0d_validation.csv","??","NO","5039","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0e_multi_metric_artifact_builder/boon_preliminary_response_v6_0e.md","??","NO","2375","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0e_multi_metric_artifact_builder/v6_0e_artifact_manifest.csv","??","NO","2505","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0e_multi_metric_artifact_builder/v6_0e_assistant_preservation_validation.csv","??","NO","800","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0e_multi_metric_artifact_builder/v6_0e_closure_summary.md","??","NO","3877","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0e_multi_metric_artifact_builder/v6_0e_legacy_freeze_validation.csv","??","NO","3116","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0e_multi_metric_artifact_builder/v6_0e_test_results.csv","??","NO","4596","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0e_multi_metric_artifact_builder/v6_0e_validation.csv","??","NO","3725","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0e_multi_metric_artifact_builder/v6_0f_shiny_integration_requirements.md","??","NO","5589","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/local_artifact_gap_analysis.csv","??","NO","3717","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/namprd07_presence_by_table.csv","??","NO","1092","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/recommended_shiny_correction_plan.md","??","NO","5713","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/scenario_contract_from_tesseract.csv","??","NO","4993","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/source_mapping_from_excel.csv","??","NO","1766","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/tesseract_actual_forecast_views.csv","??","NO","1150","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/tesseract_connection_validation.csv","??","NO","253","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/tesseract_key_inventory_samples.csv","??","NO","92103","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/tesseract_key_inventory_summary.csv","??","NO","2113","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/tesseract_related_tables_search.csv","??","NO","18118","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/tesseract_scenario_values.csv","??","NO","4218","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/tesseract_table_columns_inventory.csv","??","NO","14765","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/tesseract_table_existence.csv","??","NO","1038","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/tesseract_table_profiles.csv","??","NO","2477","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/tesseract_table_row_counts.csv","??","NO","2277","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/v6_0f_r1_closure_summary.md","??","NO","3401","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/v6_0f_r1_validation.csv","??","NO","3237","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/viewer_forecast_feasibility_by_scenario.csv","??","NO","5247","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r2_product_ui_contract/control_cascade_spec.md","??","NO","3855","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r2_product_ui_contract/forecast_scenario_contract.csv","??","NO","2917","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r2_product_ui_contract/metric_scope_register.csv","??","NO","970","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r2_product_ui_contract/out_of_scope_notice_copy.md","??","NO","2994","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r2_product_ui_contract/remaining_questions_register.csv","??","NO","2228","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r2_product_ui_contract/ui_decision_contract.csv","??","NO","5445","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r2_product_ui_contract/v6_0f_r2_closure_summary.md","??","NO","2928","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r2_product_ui_contract/v6_0f_r2_validation.csv","??","NO","2183","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r2_product_ui_contract/viewer_scenario_contract.csv","??","NO","3187","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r3_type_taxonomy_scenario_dictionary/hdd_forest_type_taxonomy.csv","??","NO","25556","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r3_type_taxonomy_scenario_dictionary/key_column_dictionary.csv","??","NO","1726","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r3_type_taxonomy_scenario_dictionary/model_type_values_raw.csv","??","NO","76796","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r3_type_taxonomy_scenario_dictionary/r3_closure_summary.md","??","NO","4763","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r3_type_taxonomy_scenario_dictionary/scenario_dictionary.csv","??","NO","5501","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r3_type_taxonomy_scenario_dictionary/scenario_dictionary_validation.csv","??","NO","3349","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r3_type_taxonomy_scenario_dictionary/ui_label_normalization_rules.csv","??","NO","2191","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r3_type_taxonomy_scenario_dictionary/version_column_dictionary.csv","??","NO","1419","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r4_multimetric_removal/assistant_preservation_validation.csv","??","NO","1752","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r4_multimetric_removal/files_removed_or_reverted.csv","??","NO","1207","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r4_multimetric_removal/legacy_pages_validation.csv","??","NO","1948","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r4_multimetric_removal/multimetric_removal_report.md","??","NO","3498","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r4_multimetric_removal/reverted_files_backup/multi_metric_loader.R","??","NO","11362","SOURCE_CODE","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r4_multimetric_removal/reverted_files_backup/multi_metric_server.R","??","NO","12671","SOURCE_CODE","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r4_multimetric_removal/reverted_files_backup/tabs_multi_metric.R","??","NO","8258","SOURCE_CODE","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r4_multimetric_removal/shiny_regression_validation.csv","??","NO","1647","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r4_multimetric_removal/v6_0f_r4_closure_summary.md","??","NO","2101","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r4_multimetric_removal/v6_0f_r4_validation.csv","??","NO","1993","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/excluded_scope_register.csv","??","NO","2600","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/extraction_scope_contract.csv","??","NO","4221","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/extraction_volume_estimate.csv","??","NO","2017","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/forecast_extraction_contract.csv","??","NO","2310","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/hdd_forest_execution_time_probe.csv","??","NO","715","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/key_extraction_policy.csv","??","NO","1488","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/latest_version_footprint.csv","??","NO","799","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/r5_closure_summary.md","??","NO","5960","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/r5_open_decisions.csv","??","NO","2422","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/r5_validation.csv","??","NO","3093","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/time_window_policy.csv","??","NO","1882","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/version_selection_policy.csv","??","NO","2468","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/viewer_extraction_contract.csv","??","NO","2859","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/windowed_volume_estimate.csv","??","NO","891","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/bench/r6_phase1.duckdb","??","NO","24653824","INTERMEDIATE_RUN_FILE","NO","NO","EXCLUDE","Intermediate or binary run file above the 5 MB evidence threshold"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/bench/ui_metadata/available_keys.csv","??","NO","39992","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/bench/ui_metadata/available_model_types.csv","??","NO","7404","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/bench/ui_metadata/available_scenarios.csv","??","NO","605","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/bench/ui_metadata/available_versions.csv","??","NO","834","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/bench_storage.R","??","NO","13472","SOURCE_CODE","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/benchmark_results.csv","??","NO","3039","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/diag_keys.R","??","NO","805","SOURCE_CODE","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/r5b_closure_summary.md","??","NO","4869","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/r5b_risk_register.csv","??","NO","1943","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/r5b_validation.csv","??","NO","2209","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/r6_phase1_storage_manifest.csv","??","NO","1506","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/recommended_storage_architecture.md","??","NO","5650","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/shiny_loading_contract.csv","??","NO","2366","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/storage_options_comparison.csv","??","NO","1420","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/storage_sizes.csv","??","NO","147","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/ui_metadata_strategy.csv","??","NO","831","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_closure_summary.md","??","NO","5776","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
