"path","size_bytes","in_previous_commit","in_new_commit","ignored_by_gitignore","still_present_on_disk","regenerable","notes"
"V6/outputs/v6_17_full_multimetric_productive_artifact_generation/forecast_viewer_model_outputs_v2_full.csv",689512463,"YES","NO","YES","YES","YES","CSV view of the committed Viewer Parquet; matched by outputs/**/*_full.csv. Disk timestamp 2026-08-14T22:25:27Z, unchanged."
"V6/outputs/v6_17_full_multimetric_productive_artifact_generation/viewer_backtest_phase_a_nonneural.csv",499976685,"YES","NO","YES","YES","YES","Phase A backtest intermediate; matched by outputs/**/viewer_backtest_phase_*.csv. Disk timestamp 2026-08-14T22:09:19Z, unchanged."
"V6/outputs/v6_17_full_multimetric_productive_artifact_generation/forecast_forward_outputs_v6_17_full.csv",255243976,"YES","NO","YES","YES","YES","CSV view of the committed Forecast Parquet; matched by outputs/**/*_full.csv. Disk timestamp 2026-08-14T22:24:23Z, unchanged."
"V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv",196576818,"YES","NO","YES","YES","YES","R6 phase 1 extraction slice; matched by outputs/**/r6_phase1_*.csv. Disk timestamp 2026-08-12T16:08:43Z, unchanged."
"V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_forecast_hdd.csv",143882557,"YES","NO","YES","YES","YES","R6 phase 1 extraction slice; matched by outputs/**/r6_phase1_*.csv. Disk timestamp 2026-08-12T16:08:49Z, unchanged."
"V6/outputs/v6_17_full_multimetric_productive_artifact_generation/viewer_backtest_phase_b_neural.csv",125753909,"YES","NO","YES","YES","YES","Phase B neural backtest intermediate; matched by outputs/**/viewer_backtest_phase_*.csv. Disk timestamp 2026-08-14T22:23:56Z, unchanged."
"V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_forecast_ssd_phoenix.csv",101351590,"YES","NO","YES","YES","YES","Also above the GitHub limit and now excluded; matched by outputs/**/r6_phase1_*.csv."
"V6/outputs/v6_17_full_multimetric_productive_artifact_generation/phase_a_console.log",39866055,"YES","NO","YES","YES","YES","Run log; matched by outputs/**/*.log."
"V6/data/storage/r6_phase1.duckdb",27013120,"YES","NO","YES","YES","YES","Intermediate database; matched by data/storage/*.duckdb."
"V6/outputs/v6_17_full_multimetric_productive_artifact_generation/forecast_viewer_model_outputs_v2_full.parquet",14280896,"YES","YES","NO","YES","NO","Productive Viewer artifact; deliberately retained and committed."
"V6/outputs/v6_17_full_multimetric_productive_artifact_generation/forecast_forward_outputs_v6_17_full.parquet",6210430,"YES","YES","NO","YES","NO","Productive Forecast artifact; deliberately retained and committed."
