series_id,metric,db_type,scenario,granularity,key,n_actual_rows,min_actual_date,max_actual_date,sum_abs_actual,max_abs_actual,latest_actual_value,nonzero_actual_count,signal_quality_status,note
HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,Forest,apcp150,79,2026-03-08,2026-05-25,0.0,0.0,0.0,0,NO_SIGNAL_ALL_ZERO_ACTUALS,Every observation is zero within tolerance 1e-12; WAPE and MAPE are structurally undefined and a champion is a technical tie-break only
HDD__Basilisk__NA__Forest__chnpr01,HDD,Basilisk,NOT_APPLICABLE,Forest,chnpr01,79,2026-03-08,2026-05-25,0.0,0.0,0.0,0,NO_SIGNAL_ALL_ZERO_ACTUALS,Every observation is zero within tolerance 1e-12; WAPE and MAPE are structurally undefined and a champion is a technical tie-break only
HDD__Basilisk__NA__Forest__eurp180,HDD,Basilisk,NOT_APPLICABLE,Forest,eurp180,79,2026-03-08,2026-05-25,0.0,0.0,0.0,0,NO_SIGNAL_ALL_ZERO_ACTUALS,Every observation is zero within tolerance 1e-12; WAPE and MAPE are structurally undefined and a champion is a technical tie-break only
HDD__Basilisk__NA__Forest__namp157,HDD,Basilisk,NOT_APPLICABLE,Forest,namp157,79,2026-03-08,2026-05-25,0.0,0.0,0.0,0,NO_SIGNAL_ALL_ZERO_ACTUALS,Every observation is zero within tolerance 1e-12; WAPE and MAPE are structurally undefined and a champion is a technical tie-break only
HDD__Basilisk__NA__Region__ITA-Go-Local,HDD,Basilisk,NOT_APPLICABLE,Region,ITA-Go Local,79,2026-03-08,2026-05-25,0.0,0.0,0.0,0,NO_SIGNAL_ALL_ZERO_ACTUALS,Every observation is zero within tolerance 1e-12; WAPE and MAPE are structurally undefined and a champion is a technical tie-break only
HDD__Basilisk__NA__Region__chl-Go-Local,HDD,Basilisk,NOT_APPLICABLE,Region,chl-Go Local,79,2026-03-08,2026-05-25,0.0,0.0,0.0,0,NO_SIGNAL_ALL_ZERO_ACTUALS,Every observation is zero within tolerance 1e-12; WAPE and MAPE are structurally undefined and a champion is a technical tie-break only
HDD__Basilisk__NA__Region__nam-ITAR-GCCH,HDD,Basilisk,NOT_APPLICABLE,Region,nam-ITAR GCCH,79,2026-03-08,2026-05-25,0.0,0.0,0.0,0,NO_SIGNAL_ALL_ZERO_ACTUALS,Every observation is zero within tolerance 1e-12; WAPE and MAPE are structurally undefined and a champion is a technical tie-break only
HDD__Basilisk__NA__Region__nzl-Go-Local,HDD,Basilisk,NOT_APPLICABLE,Region,nzl-Go Local,79,2026-03-08,2026-05-25,0.0,0.0,0.0,0,NO_SIGNAL_ALL_ZERO_ACTUALS,Every observation is zero within tolerance 1e-12; WAPE and MAPE are structurally undefined and a champion is a technical tie-break only
HDD__EDB__Consumer__Forest__EURP179,HDD,EDB,NOT_APPLICABLE,Forest,EURP179,277,2025-10-16,2026-07-19,0.0,0.0,0.0,0,NO_SIGNAL_ALL_ZERO_ACTUALS,Every observation is zero within tolerance 1e-12; WAPE and MAPE are structurally undefined and a champion is a technical tie-break only
HDD__EDB__Consumer__Forest__EURP309,HDD,EDB,NOT_APPLICABLE,Forest,EURP309,211,2025-12-21,2026-07-19,0.0,0.0,0.0,0,NO_SIGNAL_ALL_ZERO_ACTUALS,Every observation is zero within tolerance 1e-12; WAPE and MAPE are structurally undefined and a champion is a technical tie-break only
HDD__EDB__Consumer__Forest__NAMP115,HDD,EDB,NOT_APPLICABLE,Forest,NAMP115,277,2025-10-16,2026-07-19,0.0,0.0,0.0,0,NO_SIGNAL_ALL_ZERO_ACTUALS,Every observation is zero within tolerance 1e-12; WAPE and MAPE are structurally undefined and a champion is a technical tie-break only
HDD__EDB__Consumer__Forest__NAMP159,HDD,EDB,NOT_APPLICABLE,Forest,NAMP159,277,2025-10-16,2026-07-19,0.0,0.0,0.0,0,NO_SIGNAL_ALL_ZERO_ACTUALS,Every observation is zero within tolerance 1e-12; WAPE and MAPE are structurally undefined and a champion is a technical tie-break only
HDD__EDB__Consumer__Region__EUR-Dedicated,HDD,EDB,NOT_APPLICABLE,Region,EUR-Dedicated,276,2025-10-16,2026-07-18,0.0,0.0,0.0,0,NO_SIGNAL_ALL_ZERO_ACTUALS,Every observation is zero within tolerance 1e-12; WAPE and MAPE are structurally undefined and a champion is a technical tie-break only
HDD__EDB__Consumer__Region__IDN-Go-Local,HDD,EDB,NOT_APPLICABLE,Region,IDN-Go Local,276,2025-10-16,2026-07-18,0.0,0.0,0.0,0,NO_SIGNAL_ALL_ZERO_ACTUALS,Every observation is zero within tolerance 1e-12; WAPE and MAPE are structurally undefined and a champion is a technical tie-break only
HDD__EDB__Consumer__Region__NAM-ITAR-DoD,HDD,EDB,NOT_APPLICABLE,Region,NAM-ITAR DoD,193,2025-10-16,2026-04-26,0.0,0.0,0.0,0,NO_SIGNAL_ALL_ZERO_ACTUALS,Every observation is zero within tolerance 1e-12; WAPE and MAPE are structurally undefined and a champion is a technical tie-break only
