run_id,entity_key,window_id,model_name,forecast_rows,mase,mae_model,mae_naive,denominator_floored,created_timestamp
mase_20260612_121053,APC-Dedicated,1,ARIMA_Fixed,30,1.165900973708645,182.4202531333298,156.4629048666667,False,2026-06-12T12:10:53
mase_20260612_121053,APC-Dedicated,1,ETS_Current,30,1.1944300742333425,186.8839990746571,156.4629048666667,False,2026-06-12T12:10:53
mase_20260612_121053,APC-Dedicated,1,FixedGrowth_1_5,30,1.1192608308504062,175.12280089833342,156.4629048666667,False,2026-06-12T12:10:53
mase_20260612_121053,APC-Dedicated,1,FixedGrowth_3,30,1.2394721280970484,193.9314096633334,156.4629048666667,False,2026-06-12T12:10:53
mase_20260612_121053,APC-Dedicated,1,FixedGrowth_4,30,1.3196129929281435,206.4704821733334,156.4629048666667,False,2026-06-12T12:10:53
mase_20260612_121053,APC-Dedicated,1,FixedGrowth_6,30,1.4798947225903332,231.5486271933334,156.4629048666667,False,2026-06-12T12:10:53
mase_20260612_121053,APC-Dedicated,1,LinearRegression,30,1.1763163936302106,184.04987998966408,156.4629048666667,False,2026-06-12T12:10:53
mase_20260612_121053,APC-Dedicated,2,ARIMA_Fixed,30,0.8235536199415083,334.3172040666647,405.9446719333334,False,2026-06-12T12:10:53
mase_20260612_121053,APC-Dedicated,2,ETS_Current,30,0.7607793634835643,308.8343291229857,405.9446719333334,False,2026-06-12T12:10:53
mase_20260612_121053,APC-Dedicated,2,FixedGrowth_1_5,30,1.0417530430022088,422.8940972770834,405.9446719333334,False,2026-06-12T12:10:53
mase_20260612_121053,APC-Dedicated,2,FixedGrowth_3,30,1.0835060860044174,439.8435226208333,405.9446719333334,False,2026-06-12T12:10:53
mase_20260612_121053,APC-Dedicated,2,FixedGrowth_4,30,1.1113414480058899,451.1431395166666,405.9446719333334,False,2026-06-12T12:10:53
mase_20260612_121053,APC-Dedicated,2,FixedGrowth_6,30,1.1670121720088351,473.7423733083334,405.9446719333334,False,2026-06-12T12:10:53
mase_20260612_121053,APC-Dedicated,2,LinearRegression,30,1.0744657911563458,436.1736630945523,405.9446719333334,False,2026-06-12T12:10:53
mase_20260612_121053,APC-Dedicated,3,ARIMA_Fixed,30,5.441756167862777,204.41508226666915,37.56417523333321,False,2026-06-12T12:10:53
