run_id,entity_key,window_id,model_name,forecast_rows,mase,mae_model,mae_naive,denominator_floored,created_timestamp
mase_20260612_144117,APC-Dedicated,1,ARIMA_Fixed,30,93.74613481426154,182.4202531333298,1.945896260093897,False,2026-06-12T14:41:17
mase_20260612_144117,APC-Dedicated,1,ETS_Current,30,96.04006282721323,186.8839990746571,1.945896260093897,False,2026-06-12T14:41:17
mase_20260612_144117,APC-Dedicated,1,FixedGrowth_1_5,30,89.9959594402443,175.12280089833342,1.945896260093897,False,2026-06-12T14:41:17
mase_20260612_144117,APC-Dedicated,1,FixedGrowth_3,30,99.66174129651468,193.9314096633334,1.945896260093897,False,2026-06-12T14:41:17
mase_20260612_144117,APC-Dedicated,1,FixedGrowth_4,30,106.10559586736161,206.4704821733334,1.945896260093897,False,2026-06-12T14:41:17
mase_20260612_144117,APC-Dedicated,1,FixedGrowth_6,30,118.99330500905546,231.5486271933334,1.945896260093897,False,2026-06-12T14:41:17
mase_20260612_144117,APC-Dedicated,1,LinearRegression,30,94.58360333185644,184.04987998966408,1.945896260093897,False,2026-06-12T14:41:17
mase_20260612_144117,APC-Dedicated,2,ARIMA_Fixed,30,163.193787619485,334.3172040666647,2.0485902615740743,False,2026-06-12T14:41:17
mase_20260612_144117,APC-Dedicated,2,ETS_Current,30,150.75456274291122,308.8343291229857,2.0485902615740743,False,2026-06-12T14:41:17
mase_20260612_144117,APC-Dedicated,2,FixedGrowth_1_5,30,206.4317619825765,422.8940972770834,2.0485902615740743,False,2026-06-12T14:41:17
mase_20260612_144117,APC-Dedicated,2,FixedGrowth_3,30,214.70546398227577,439.8435226208333,2.0485902615740743,False,2026-06-12T14:41:17
mase_20260612_144117,APC-Dedicated,2,FixedGrowth_4,30,220.22126531540866,451.1431395166666,2.0485902615740743,False,2026-06-12T14:41:17
mase_20260612_144117,APC-Dedicated,2,FixedGrowth_6,30,231.25286798167448,473.7423733083334,2.0485902615740743,False,2026-06-12T14:41:17
mase_20260612_144117,APC-Dedicated,2,LinearRegression,30,212.9140566935087,436.1736630945523,2.0485902615740743,False,2026-06-12T14:41:17
mase_20260612_144117,APC-Dedicated,3,ARIMA_Fixed,30,84.55008959330743,204.41508226666915,2.417680256164384,False,2026-06-12T14:41:17
mase_20260612_144117,APC-Dedicated,3,ETS_Current,30,101.54362135478581,245.5000084888978,2.417680256164384,False,2026-06-12T14:41:17
mase_20260612_144117,APC-Dedicated,3,FixedGrowth_1_5,30,19.759818646934857,47.77292340808324,2.417680256164384,False,2026-06-12T14:41:17
mase_20260612_144117,APC-Dedicated,3,FixedGrowth_3,30,23.982357234790157,57.98167158283324,2.417680256164384,False,2026-06-12T14:41:17
mase_20260612_144117,APC-Dedicated,3,FixedGrowth_4,30,26.797382960027026,64.78750369933324,2.417680256164384,False,2026-06-12T14:41:17
mase_20260612_144117,APC-Dedicated,3,FixedGrowth_6,30,32.42743441050076,78.39916793233324,2.417680256164384,False,2026-06-12T14:41:17
mase_20260612_144117,APC-Dedicated,3,LinearRegression,30,319.64397325725434,772.7969231460003,2.417680256164384,False,2026-06-12T14:41:17
mase_20260612_144117,APC-Dedicated,4,ARIMA_Fixed,30,3.1776114349691795,7.652682600004293,2.4083128968468475,False,2026-06-12T14:41:17
