metric_id,metric_name,db_type,db_type_label,scenario,scenario_status,granularity,entity_key,region,forest,key_namespace,forecast_version,forecast_version_date,source_object,source_file,source_family,source_grain,unit,unit_status,evaluation_start_date,evaluation_end_date,execution_date,count,mean_actual,mean_forecast,mae,rmse,bias,bias_pct,mape,smape,accuracy,accuracy_computable,drift_computable,forecast_curve_computable,cross_plan_computable,horizon_error_computable,computability_status,not_computable_reason,availability_status,evidence_level,data_quality_status,notes,contract_version
hdd_edb,HDD-EDB,EDB,EDB,not_applicable,not_applicable,region,APC-Dedicated,APC,,region_keys,2026-03-07,2026-03-07,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv,metrics,key_x_version_x_window,UNKNOWN,pending_d5,2026-04-09,2026-04-15,2026-04-16 13:38:59.220946,7.0,28.81,52.28,23.47,23.47,23.47,81.47,81.47,57.89,18.53,True,True,False,True,False,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,local_ingested,VERIFIED_LOCAL,ok,No target date grain so no curve or horizon analysis,v6.0d
hdd_edb,HDD-EDB,EDB,EDB,not_applicable,not_applicable,region,APC-Dedicated,APC,,region_keys,2026-05-01,2026-05-01,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv,metrics,key_x_version_x_window,UNKNOWN,pending_d5,2026-05-03,2026-05-09,2026-05-10 13:11:35.098872,7.0,29.46,29.18,0.28,0.29,-0.28,-0.94,0.94,0.95,99.06,True,True,False,True,False,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,local_ingested,VERIFIED_LOCAL,ok,No target date grain so no curve or horizon analysis,v6.0d
hdd_edb,HDD-EDB,EDB,EDB,not_applicable,not_applicable,region,APC-Dedicated,APC,,region_keys,2026-04-16,2026-04-16,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv,metrics,key_x_version_x_window,UNKNOWN,pending_d5,2026-04-22,2026-04-28,2026-04-29 13:13:05.056849,7.0,29.09,28.87,0.23,0.23,-0.23,-0.78,0.78,0.79,99.22,True,True,False,True,False,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,local_ingested,VERIFIED_LOCAL,ok,No target date grain so no curve or horizon analysis,v6.0d
hdd_edb,HDD-EDB,EDB,EDB,not_applicable,not_applicable,region,SGP-Go Local,SGP,,region_keys,2026-04-16,2026-04-16,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv,metrics,key_x_version_x_window,UNKNOWN,pending_d5,2026-04-24,2026-04-30,2026-05-04 12:10:17.000,7.0,5772.02,3948.02,1824.0,1824.57,-1824.0,-31.6,31.6,37.53,68.4,True,True,False,True,False,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,local_ingested,VERIFIED_LOCAL,ok,No target date grain so no curve or horizon analysis,v6.0d
hdd_edb,HDD-EDB,EDB,EDB,not_applicable,not_applicable,region,CAN-Go Local,CAN,,region_keys,2026-04-16,2026-04-16,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv,metrics,key_x_version_x_window,UNKNOWN,pending_d5,2026-04-24,2026-04-30,2026-05-04 12:10:17.000,7.0,170761.19,171516.94,755.75,764.99,755.75,0.44,0.44,0.44,99.56,True,True,False,True,False,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,local_ingested,VERIFIED_LOCAL,ok,No target date grain so no curve or horizon analysis,v6.0d
hdd_edb,HDD-EDB,EDB,EDB,not_applicable,not_applicable,region,MEX-Go Local,MEX,,region_keys,2026-04-16,2026-04-16,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv,metrics,key_x_version_x_window,UNKNOWN,pending_d5,2026-04-24,2026-04-30,2026-05-04 12:10:17.000,7.0,1571.79,1555.76,16.03,16.2,-16.03,-1.02,1.02,1.02,98.98,True,True,False,True,False,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,local_ingested,VERIFIED_LOCAL,ok,No target date grain so no curve or horizon analysis,v6.0d
hdd_edb,HDD-EDB,EDB,EDB,not_applicable,not_applicable,region,GBR-Go Local,GBR,,region_keys,2026-04-16,2026-04-16,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv,metrics,key_x_version_x_window,UNKNOWN,pending_d5,2026-04-24,2026-04-30,2026-05-04 12:10:17.000,7.0,277367.39,275963.8,1403.58,1573.02,-1403.58,-0.51,0.51,0.51,99.49,True,True,False,True,False,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,local_ingested,VERIFIED_LOCAL,ok,No target date grain so no curve or horizon analysis,v6.0d
hdd_edb,HDD-EDB,EDB,EDB,not_applicable,not_applicable,region,APC-Dedicated,APC,,region_keys,2026-03-07,2026-03-07,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv,metrics,key_x_version_x_window,UNKNOWN,pending_d5,2026-04-12,2026-04-18,2026-04-19 13:11:34.619450,7.0,28.79,52.33,23.54,23.54,23.54,81.78,81.78,58.05,18.22,True,True,False,True,False,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,local_ingested,VERIFIED_LOCAL,ok,No target date grain so no curve or horizon analysis,v6.0d
hdd_edb,HDD-EDB,EDB,EDB,not_applicable,not_applicable,region,EUR-Go Local,EUR,,region_keys,2026-04-16,2026-04-16,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv,metrics,key_x_version_x_window,UNKNOWN,pending_d5,2026-04-24,2026-04-30,2026-05-04 12:10:17.000,7.0,0.5,0.44,0.06,0.06,-0.06,-11.59,11.59,12.31,88.41,True,True,False,True,False,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,local_ingested,VERIFIED_LOCAL,ok,No target date grain so no curve or horizon analysis,v6.0d
hdd_edb,HDD-EDB,EDB,EDB,not_applicable,not_applicable,region,APC-Dedicated,APC,,region_keys,2026-04-16,2026-04-16,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv,metrics,key_x_version_x_window,UNKNOWN,pending_d5,2026-04-19,2026-04-25,2026-04-26 13:11:21.818339,7.0,28.98,28.84,0.15,0.16,-0.15,-0.5,0.5,0.5,99.5,True,True,False,True,False,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,local_ingested,VERIFIED_LOCAL,ok,No target date grain so no curve or horizon analysis,v6.0d
