run_id,entity_key,window_id,model_name,forecast_rows,wmape,mape,rmse,smape,bias,created_timestamp,abs_bias,clipped_wmape,clipped_mape,clipped_rmse,clipped_smape,clipped_abs_bias,normalized_wmape,normalized_mape,normalized_rmse,normalized_smape,normalized_abs_bias,weighted_wmape,weighted_mape,weighted_rmse,weighted_smape,weighted_abs_bias,diagnostic_composite_score,diagnostic_position_within_entity_window
full_baseline_20260611_103953,APC-Dedicated,1,ARIMA_Fixed,30,0.0803400011719009,0.0817297100943239,203.3288432071738,0.0777703381926807,182.4202531333298,2026-06-11T10:47:24,182.4202531333298,0.0803400011719009,0.0817297100943239,203.3288432071738,0.0777703381926807,182.4202531333298,83.33333333333334,83.33333333333334,83.33333333333334,83.33333333333334,83.33333333333334,25.000000000000004,12.500000000000002,16.666666666666668,16.666666666666668,12.500000000000002,83.33333333333334,2.0
full_baseline_20260611_103953,APC-Dedicated,1,ETS_Current,30,0.0823058868013611,0.0837251949357336,208.23001075446936,0.079577634605324,186.8839990746571,2026-06-11T10:47:24,186.8839990746571,0.0823058868013611,0.0837251949357336,208.23001075446936,0.079577634605324,186.8839990746571,50.0,50.0,50.0,50.0,50.0,15.0,7.5,10.0,10.0,7.5,50.0,4.0
full_baseline_20260611_103953,APC-Dedicated,1,FixedGrowth_1_5,30,0.0771261183324609,0.0784661462263311,195.29436543065708,0.0748063736057559,175.12280089833342,2026-06-11T10:47:24,175.12280089833342,0.0771261183324609,0.0784661462263311,195.29436543065708,0.0748063736057559,175.12280089833342,100.0,100.0,100.0,100.0,100.0,30.0,15.0,20.0,20.0,15.0,100.0,1.0
full_baseline_20260611_103953,APC-Dedicated,1,FixedGrowth_3,30,0.0854096483915793,0.0868777252262308,216.0525265650579,0.0824212983703304,193.9314096633334,2026-06-11T10:47:24,193.9314096633334,0.0854096483915793,0.0868777252262308,216.0525265650579,0.0824212983703304,193.9314096633334,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,10.0,5.0,6.666666666666668,6.666666666666668,5.0,33.333333333333336,5.0
full_baseline_20260611_103953,APC-Dedicated,1,FixedGrowth_4,30,0.0909320017643249,0.0924854445594973,229.9714596946957,0.0874538399194361,206.4704821733334,2026-06-11T10:47:24,206.4704821733334,0.0909320017643249,0.0924854445594973,229.9714596946957,0.0874538399194361,206.4704821733334,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,4.999999999999999,2.4999999999999996,3.333333333333333,3.333333333333333,2.4999999999999996,16.666666666666664,6.0
full_baseline_20260611_103953,APC-Dedicated,1,FixedGrowth_6,30,0.1019767085098161,0.1037008832260301,257.9549719227357,0.0974149892866513,231.5486271933334,2026-06-11T10:47:24,231.5486271933334,0.1019767085098161,0.1037008832260301,257.9549719227357,0.0974149892866513,231.5486271933334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
full_baseline_20260611_103953,APC-Dedicated,1,LinearRegression,30,0.0810577077932811,0.0824767330718637,205.7300531537352,0.0784255323055379,183.9434689273748,2026-06-11T10:47:24,183.9434689273748,0.0810577077932811,0.0824767330718637,205.7300531537352,0.0784255323055379,183.9434689273748,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,20.0,10.0,13.333333333333336,13.333333333333336,10.0,66.66666666666667,3.0
full_baseline_20260611_103953,APC-Dedicated,2,ARIMA_Fixed,30,0.187704981408049,0.2306384387724562,449.7285162003738,0.1887718936759169,333.8978199333314,2026-06-11T10:47:24,333.8978199333314,0.187704981408049,0.2306384387724562,449.7285162003738,0.1887718936759169,333.8978199333314,83.33333333333334,83.33333333333334,83.33333333333334,83.33333333333334,83.33333333333334,25.000000000000004,12.500000000000002,16.666666666666668,16.666666666666668,12.500000000000002,83.33333333333334,2.0
full_baseline_20260611_103953,APC-Dedicated,2,ETS_Current,30,0.1733974240662704,0.214140206596463,421.7133617030861,0.1768014548482351,308.00400150929323,2026-06-11T10:47:24,308.00400150929323,0.1733974240662704,0.214140206596463,421.7133617030861,0.1768014548482351,308.00400150929323,100.0,100.0,100.0,100.0,100.0,30.0,15.0,20.0,20.0,15.0,100.0,1.0
full_baseline_20260611_103953,APC-Dedicated,2,FixedGrowth_1_5,30,0.2374371635721742,0.2879333116177901,547.9383599956392,0.2286705801579079,422.8940972770834,2026-06-11T10:47:24,422.8940972770834,0.2374371635721742,0.2879333116177901,547.9383599956392,0.2286705801579079,422.8940972770834,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,20.0,10.0,13.333333333333336,13.333333333333336,10.0,66.66666666666667,3.0
